stability_id,entry_id,formation_energy_per_atom,energy_above_hull,is_stable,band_gap
stab_oqmd_29039,oqmd_29039,-0.31589482,0.0013965649999999608,f,0
stab_oqmd_29043,oqmd_29043,-0.3602756425,0.0013753100000000185,f,0
stab_oqmd_29044,oqmd_29044,-0.419280825,0,t,0
stab_oqmd_29100,oqmd_29100,-0.441581126233134,0.003015010000000984,f,0
stab_oqmd_29103,oqmd_29103,-0.482179384375001,0,t,0
stab_oqmd_29152,oqmd_29152,-0.392577309375,0.0007644149999994632,t,0
stab_oqmd_29167,oqmd_29167,-0.229614031875,0.22921011333333352,f,0
stab_oqmd_29193,oqmd_29193,-0.469412167337802,0.002933826111728599,f,0
stab_oqmd_29195,oqmd_29195,-0.575536184513401,0.0005257099999999015,t,0
stab_oqmd_29197,oqmd_29197,,8.874499999556029e-05,t,0
stab_oqmd_29199,oqmd_29199,-0.320585610625,0.003810147500000083,f,0
stab_oqmd_29201,oqmd_29201,-0.217855254375001,0.00026507249999999094,t,0
stab_oqmd_29359,oqmd_29359,-0.3927975225,0.042122101250001986,f,0
stab_oqmd_29468,oqmd_29468,-0.361637592499999,0.007414385000000023,f,0
stab_oqmd_29521,oqmd_29521,-0.268240958446565,0.014039837500000651,f,0
stab_oqmd_29537,oqmd_29537,-0.287899014999999,0.04674955125000041,f,0
stab_oqmd_29551,oqmd_29551,,0.0221577539079121,f,0
stab_oqmd_29555,oqmd_29555,-0.22469347,0.0011297812500004611,f,0
stab_oqmd_29575,oqmd_29575,-0.254736625,0.0015777425000008116,f,0
stab_oqmd_29642,oqmd_29642,-0.22178002875,0.010912899999999698,f,0
stab_oqmd_29686,oqmd_29686,-0.267041156666665,0.0038858737499999907,f,0
stab_oqmd_29766,oqmd_29766,-0.140900407499999,9.532500000100641e-05,t,0
stab_oqmd_29784,oqmd_29784,-0.2764692475,0.0023663099999999826,f,0
stab_oqmd_29804,oqmd_29804,,0,t,0
stab_oqmd_29816,oqmd_29816,0.0908796526666649,0.13925559913333213,f,0
stab_oqmd_29826,oqmd_29826,-0.29091382,5.794500000000369e-05,t,0
stab_oqmd_29834,oqmd_29834,-0.106489105000001,0.045593592991564236,f,0
stab_oqmd_29867,oqmd_29867,-0.450664275816469,0.001914960000000021,f,0
stab_oqmd_29868,oqmd_29868,-0.472334363333335,0.00048164500000025257,t,0
stab_oqmd_29905,oqmd_29905,-0.272155981666668,0.00577817249999929,f,0
stab_oqmd_29914,oqmd_29914,-1.01995835166667,0.0014078949999980495,f,0
stab_oqmd_29922,oqmd_29922,-0.873495153333335,0.0003208699999999176,t,0
stab_oqmd_29948,oqmd_29948,-0.214826087916668,0.004814477499999775,f,0
stab_oqmd_29957,oqmd_29957,-0.344052123333335,0.00014190999999996734,t,0
stab_oqmd_29969,oqmd_29969,-0.51362615625,0,t,0
stab_oqmd_29989,oqmd_29989,-0.449834547483134,0.002353296666666782,f,0
stab_oqmd_30000,oqmd_30000,-0.887233535,0.00022188000000100683,t,0
stab_oqmd_30004,oqmd_30004,-0.0665641795833349,6.875000000003406e-06,t,0
stab_oqmd_30025,oqmd_30025,-0.931355924999999,0.024414628750001,f,0
stab_oqmd_30031,oqmd_30031,-1.054195475,0.0013947950000006148,f,0
stab_oqmd_30040,oqmd_30040,-0.935677225,0.0002876350000000638,t,0
stab_oqmd_30058,oqmd_30058,,0.04546534625000498,f,0
stab_oqmd_30060,oqmd_30060,,0.045468156250005,f,0
stab_oqmd_30061,oqmd_30061,-0.3075038175,0.00247103999999998,f,0
stab_oqmd_30065,oqmd_30065,-0.18061170875,0.004830775000000009,f,0
stab_oqmd_30067,oqmd_30067,-0.351745515,5.7254999999978295e-05,t,0
stab_oqmd_30123,oqmd_30123,-0.461442005,0.00153450250000009,f,0
stab_oqmd_30129,oqmd_30129,-0.67240313,0.01183876166666653,f,0
stab_oqmd_30151,oqmd_30151,-1.59908628666667,0.2281154349999901,f,0.217
stab_oqmd_30152,oqmd_30152,-0.5622534625,0.0005359025000000184,t,0
stab_oqmd_30156,oqmd_30156,-0.376359535,0.0018331199999999659,f,0
stab_oqmd_30161,oqmd_30161,-0.137155466250001,0,t,0
stab_oqmd_30235,oqmd_30235,-0.10785679,0.0029802225000002264,f,0
stab_oqmd_30238,oqmd_30238,-0.0806188375000003,0.039906302499999505,f,0
stab_oqmd_30264,oqmd_30264,-0.124237709999999,0.032777015625000405,f,0
stab_oqmd_30308,oqmd_30308,-0.29749693875,5.1795000000243174e-05,t,0
stab_oqmd_30309,oqmd_30309,-0.3757070325,0.036580511250001,f,0
stab_oqmd_30332,oqmd_30332,-0.105038936250001,0.06654659312499898,f,0
stab_oqmd_30346,oqmd_30346,-0.493635575,0.0003829950000009963,t,0
stab_oqmd_30363,oqmd_30363,-0.225247895,0.00032668499999999323,t,0
stab_oqmd_30376,oqmd_30376,-0.49188357875,0.0001170950000000115,t,0
stab_oqmd_30377,oqmd_30377,-0.445692829375,0.0012664275000004999,f,0
stab_oqmd_30380,oqmd_30380,-0.353579579374999,0.24085806875000076,f,0
stab_oqmd_30398,oqmd_30398,-0.308669801875,0.0027614662542755353,f,0
stab_oqmd_30405,oqmd_30405,-0.80484165375,0.0003261199999999853,t,0
stab_oqmd_30411,oqmd_30411,,0.0003509266666652522,t,0
stab_oqmd_30413,oqmd_30413,,4.117000000003479e-05,t,0
stab_oqmd_30414,oqmd_30414,,1.2149999999433447e-06,t,0
stab_oqmd_30415,oqmd_30415,,0,t,0
stab_oqmd_30421,oqmd_30421,-0.518873894513401,0.008815954143600147,f,0
stab_oqmd_30423,oqmd_30423,,0.033455943749995276,f,0
stab_oqmd_30424,oqmd_30424,-0.248037538125,0.004446737500000075,f,0
stab_oqmd_30426,oqmd_30426,-0.36448837625,0.0013151149999999778,f,0
stab_oqmd_30434,oqmd_30434,-0.337417238750001,0.0010148899999999905,f,0
stab_oqmd_30508,oqmd_30508,,0.03903956500000011,f,0
stab_oqmd_30778,oqmd_30778,,0.7249834916666662,f,0
stab_oqmd_30819,oqmd_30819,,0.00012842666666235125,t,0
stab_oqmd_30964,oqmd_30964,-0.473944329837801,0.0042748615577622995,f,0
stab_oqmd_30987,oqmd_30987,-0.852271958446567,0.0046398378571419485,f,0
stab_oqmd_30998,oqmd_30998,,0.0005045249999999779,t,0
stab_oqmd_31001,oqmd_31001,-1.01650603166666,0.08825740999999998,f,0
stab_oqmd_31032,oqmd_31032,-0.28299528,0.07279751166666798,f,0
stab_oqmd_31062,oqmd_31062,,0.27493383999999976,f,0
stab_oqmd_31121,oqmd_31121,-0.3630821675,0.0002570450000000113,t,0
stab_oqmd_31126,oqmd_31126,-0.282258519999999,0.0001056299999999677,t,0
stab_oqmd_31226,oqmd_31226,-0.3859263875,0.0021173749999996994,f,0
stab_oqmd_31227,oqmd_31227,-0.417266459166667,0.0020873150000003116,f,0
stab_oqmd_31231,oqmd_31231,-0.689778852500001,0.00047871000000010433,t,0
stab_oqmd_31240,oqmd_31240,-0.2830948125,0.004309375000000004,f,0
stab_oqmd_31332,oqmd_31332,,0.18156498500000018,f,0
stab_oqmd_3649,oqmd_3649,,0.0014287024999997122,f,0
stab_oqmd_3678,oqmd_3678,,0.017555737499999058,f,0
stab_oqmd_3679,oqmd_3679,,0.00433847750000016,f,0
stab_oqmd_3682,oqmd_3682,,0.0017581250000000548,f,4.361
stab_oqmd_3683,oqmd_3683,,0.0021575125000015127,f,5.354
stab_oqmd_3684,oqmd_3684,,0,t,4.454
stab_oqmd_3685,oqmd_3685,,0.0017105750000001585,f,5.121
stab_oqmd_3686,oqmd_3686,,0.0005652950000001322,t,4.438
stab_oqmd_3735,oqmd_3735,,0.0008186674999954846,t,5.246
stab_oqmd_4108,oqmd_4108,,0,t,3.978
stab_oqmd_4109,oqmd_4109,,2.754999999909913e-06,t,3.87
stab_oqmd_4110,oqmd_4110,-2.10516701780956,0.048765620000000176,f,5.181
stab_oqmd_4111,oqmd_4111,-1.92282628870792,0.04143123500000012,f,4.487
stab_oqmd_4138,oqmd_4138,,0.01870971374999808,f,0
stab_oqmd_4149,oqmd_4149,,6.683166666510143e-05,t,0
stab_oqmd_4150,oqmd_4150,,0.0892149011264321,f,0
stab_oqmd_4151,oqmd_4151,,0,t,0
stab_oqmd_4163,oqmd_4163,,0.1941325599999999,f,0
stab_oqmd_4466,oqmd_4466,,0.1425123620974116,f,0
stab_oqmd_4567,oqmd_4567,,0,t,0
stab_oqmd_4568,oqmd_4568,,0.00016718500000001413,t,0
stab_oqmd_4570,oqmd_4570,,0.2227452262439802,f,0
stab_oqmd_4578,oqmd_4578,,0.032128458672934124,f,0
stab_oqmd_4612,oqmd_4612,,0.25505056749999955,f,0
stab_oqmd_4671,oqmd_4671,,0.9730203724999971,f,0
stab_oqmd_4707,oqmd_4707,,0.003563953333330039,f,0
stab_oqmd_4949,oqmd_4949,,7.93649999999424e-05,t,0
stab_oqmd_5065,oqmd_5065,,0.03088068677877126,f,0
stab_oqmd_5081,oqmd_5081,,0,t,0
stab_oqmd_50960,oqmd_50960,-1.99586944700668,0.29931544,f,2.032
stab_oqmd_51007,oqmd_51007,,0.41319580187499627,f,0
stab_oqmd_51072,oqmd_51072,-0.20442384,0.027988815625000357,f,0
stab_oqmd_51174,oqmd_51174,,0.35191804749999994,f,0
stab_oqmd_51180,oqmd_51180,,0.27620100999999997,f,0
stab_oqmd_5151,oqmd_5151,-2.06957501280956,0.06233479499999994,f,5.126
stab_oqmd_5166,oqmd_5166,,0.02035591750000143,f,6.781
stab_oqmd_5176,oqmd_5176,,0.00113815000000006,f,0
stab_oqmd_5177,oqmd_5177,,0.000301080000001841,t,0
stab_oqmd_51779,oqmd_51779,-1.59908011166667,0.2281216099999901,f,0.217
stab_oqmd_5178,oqmd_5178,,0.04106402288984479,f,0
stab_oqmd_5179,oqmd_5179,,0,t,0
stab_oqmd_5180,oqmd_5180,,0.479467085,f,8.496
stab_oqmd_5181,oqmd_5181,,0.0022793949999972973,f,3.687
stab_oqmd_5182,oqmd_5182,,0.0045623750000003405,f,3.363
stab_oqmd_5183,oqmd_5183,,0.004081735156250321,f,2.111
stab_oqmd_51839,oqmd_51839,,0.1858349125000003,f,0
stab_oqmd_51840,oqmd_51840,,0.18598411500000062,f,0
stab_oqmd_52046,oqmd_52046,-1.92317195870792,0.04108556500000016,f,4.506
stab_oqmd_52059,oqmd_52059,-2.10526324280956,0.048669395000000115,f,5.181
stab_oqmd_52061,oqmd_52061,-1.62046139121416,0.0319222466666651,f,3.859
stab_oqmd_5216,oqmd_5216,-0.219170015000001,0.023807571249999993,f,0
stab_oqmd_5236,oqmd_5236,,0.00028393166666673686,t,0
stab_oqmd_5237,oqmd_5237,,0.00014406333333405463,t,0
stab_oqmd_5238,oqmd_5238,,0.0003657049999992168,t,0
stab_oqmd_5239,oqmd_5239,,0.000420068333333079,t,0
stab_oqmd_52394,oqmd_52394,-1.01666933166666,0.08809411000000011,f,0
stab_oqmd_5240,oqmd_5240,,0.00020950333333269455,t,0
stab_oqmd_5241,oqmd_5241,,0,t,1.806
stab_oqmd_5242,oqmd_5242,,0.00010600000000016152,t,0
stab_oqmd_52896,oqmd_52896,0.832809196164123,0.832809196164123,f,0
stab_oqmd_53881,oqmd_53881,-1.62046456121416,0.03191907666666527,f,3.859
stab_oqmd_5404,oqmd_5404,,0.32578108000000006,f,0
stab_oqmd_5426,oqmd_5426,,0.025578877500000097,f,5.432
stab_oqmd_5427,oqmd_5427,,0.03762493374999876,f,4.53
stab_oqmd_54404,oqmd_54404,,0.18599370250000072,f,0
stab_oqmd_54708,oqmd_54708,-0.331755675000001,3.185499999958097e-05,t,0
stab_oqmd_54942,oqmd_54942,-0.662755855,7.004999999948858e-06,t,0
stab_oqmd_54987,oqmd_54987,-0.34725008875,0.0013021400000000072,f,0
stab_oqmd_55003,oqmd_55003,-0.342290855416665,0.001100829999999997,f,0
stab_oqmd_55028,oqmd_55028,-0.256779148333335,0.0017437900000001894,f,0
stab_oqmd_55055,oqmd_55055,-0.0523175387500001,0,t,0
stab_oqmd_55142,oqmd_55142,-0.215480855,0.0005194894444444098,t,0
stab_oqmd_55205,oqmd_55205,,0.44014922810345103,f,0
stab_oqmd_55227,oqmd_55227,,0.384984,f,0
stab_oqmd_55278,oqmd_55278,-0.32624562875,0.0006406749999999795,t,0
stab_oqmd_55518,oqmd_55518,-0.11507132,0.09003998499999999,f,0
stab_oqmd_55542,oqmd_55542,-0.507342235,0.013486751249999984,f,0
stab_oqmd_55558,oqmd_55558,-0.431542650000001,0.005189610000000178,f,0
stab_oqmd_5578,oqmd_5578,,0.0028714649999996844,f,1.191
stab_oqmd_56154,oqmd_56154,-2.06505374530956,0.07820177250000127,f,5.123
stab_oqmd_5624,oqmd_5624,,0.00010820500000008337,t,2.587
stab_oqmd_5625,oqmd_5625,,0.00010392250000013092,t,2.414
stab_oqmd_5626,oqmd_5626,,0.00015220999999998597,t,2.4
stab_oqmd_5627,oqmd_5627,,5.281500000009487e-05,t,2.95
stab_oqmd_5632,oqmd_5632,,1.3053081374497746,f,0
stab_oqmd_5677,oqmd_5677,-1.15672801530956,0.04738283500000007,f,2.323
stab_oqmd_5686,oqmd_5686,,0,t,6.852
stab_oqmd_5695,oqmd_5695,,4.598750000495144e-05,t,1.708
stab_oqmd_56986,oqmd_56986,-2.07050691280956,0.06140289500000007,f,4.997
stab_oqmd_56987,oqmd_56987,-1.15676688530956,0.04734396500000004,f,2.323
stab_oqmd_57018,oqmd_57018,-1.55116194121416,0.04938244000000003,f,3.452
stab_oqmd_57019,oqmd_57019,-1.87231238870792,0.05583680000000002,f,4.153
stab_oqmd_57020,oqmd_57020,-2.06916789280956,0.06274191500000015,f,5.13
stab_oqmd_57021,oqmd_57021,-2.73857706956555,0.11880458499999991,f,7.037
stab_oqmd_57108,oqmd_57108,-1.51418853371416,0.06962631499999983,f,3.367
stab_oqmd_5715,oqmd_5715,,0.27419750750000016,f,0
stab_oqmd_5716,oqmd_5716,,0.005562070891423798,f,0
stab_oqmd_5717,oqmd_5717,,4.755500000030999e-05,t,0
stab_oqmd_5718,oqmd_5718,,0.1937614076267114,f,0
stab_oqmd_5719,oqmd_5719,,0.18659321750000013,f,0
stab_oqmd_5720,oqmd_5720,,0.04583130156921733,f,0
stab_oqmd_5722,oqmd_5722,,0.09802134150584763,f,0
stab_oqmd_5734,oqmd_5734,,0.00022956749999858417,t,0
stab_oqmd_5735,oqmd_5735,,0.0004778433333281207,t,0
stab_oqmd_5736,oqmd_5736,,0.0003617899999985852,t,0
stab_oqmd_5737,oqmd_5737,,9.599000000992675e-05,t,0
stab_oqmd_5738,oqmd_5738,,0.0004737266666650086,t,0
stab_oqmd_5771,oqmd_5771,,0,t,2.068
stab_oqmd_5783,oqmd_5783,,0.00030896875000019364,t,2.249
stab_oqmd_5995,oqmd_5995,-2.06505924030956,0.07819627750000135,f,5.123
stab_oqmd_6095,oqmd_6095,,0,t,0
stab_oqmd_6096,oqmd_6096,,0.005384959999999994,f,0
stab_oqmd_6097,oqmd_6097,,0.29808236000000266,f,0
stab_oqmd_6098,oqmd_6098,,0.3673949300000001,f,0
stab_oqmd_6099,oqmd_6099,,0,t,0
stab_oqmd_6100,oqmd_6100,,0.000613729999999979,t,0
stab_oqmd_6101,oqmd_6101,,0.12656267531513324,f,0
stab_oqmd_6116,oqmd_6116,,0.29662304875,f,0
stab_oqmd_6117,oqmd_6117,,0.15228946166666685,f,0
stab_oqmd_6293,oqmd_6293,-1.09758697166667,0,t,0
stab_oqmd_6296,oqmd_6296,,0,t,1.484
stab_oqmd_6297,oqmd_6297,,0.07969065187499424,f,0
stab_oqmd_6318,oqmd_6318,,0.0025515449999999884,f,4.09
stab_oqmd_6320,oqmd_6320,,1.3494999995256052e-05,t,1.62
stab_oqmd_6321,oqmd_6321,,0.00016242500000052118,t,2.083
stab_oqmd_68794,oqmd_68794,,0.40006999500000007,f,0
stab_oqmd_6912,oqmd_6912,,0.18039951500000156,f,0
stab_oqmd_6913,oqmd_6913,,0,t,0.417000000000001
stab_oqmd_6924,oqmd_6924,,0.7910428166666601,f,0
stab_oqmd_6958,oqmd_6958,,0.14614406999999696,f,1.084
stab_oqmd_6974,oqmd_6974,,0.0014342226562499283,f,0.686
stab_oqmd_6975,oqmd_6975,,0.0014083150000002154,f,0.966
stab_oqmd_69843,oqmd_69843,-0.6368031575,0.0022767274999999643,f,0
stab_oqmd_71826,oqmd_71826,,0.07958482155172457,f,0
stab_oqmd_7241,oqmd_7241,-0.0890992900000001,0,t,0
stab_oqmd_7246,oqmd_7246,-0.0412270774999999,0,t,0
stab_oqmd_73625,oqmd_73625,,0.07962729937499424,f,0
stab_oqmd_74704,oqmd_74704,-0.6368073975,0.0022724874999999756,f,0
stab_oqmd_7484,oqmd_7484,,0,t,9.633
stab_oqmd_7584,oqmd_7584,,0.032792982499999984,f,0
stab_oqmd_7648,oqmd_7648,,0.00017020499999986782,t,2.167
stab_oqmd_7649,oqmd_7649,,5.2392500005327136e-05,t,1.644
stab_oqmd_7759,oqmd_7759,,0.00851359000000107,f,0
stab_oqmd_7807,oqmd_7807,,0.14307756966666663,f,0
stab_oqmd_7812,oqmd_7812,,0.008275653750000833,f,0
stab_oqmd_7813,oqmd_7813,,0.006426462500000368,f,0
stab_oqmd_7825,oqmd_7825,-0.200583625,0.0008124793750001191,t,0
stab_oqmd_7829,oqmd_7829,,0.0010367124999990374,f,0
stab_oqmd_7832,oqmd_7832,,1.1793749999988723e-05,t,0
stab_oqmd_7834,oqmd_7834,-0.29965135,0.0028342850000000475,f,0
stab_oqmd_8063,oqmd_8063,,0.005094459687500552,f,0
stab_oqmd_8080,oqmd_8080,-0.3434495625,0.033006704535841536,f,0
stab_oqmd_8089,oqmd_8089,,0.0004073199999999888,t,3.656
stab_oqmd_8090,oqmd_8090,-1.89392711323539,0.15699969249999546,f,4.237
stab_oqmd_8091,oqmd_8091,-2.73451094456555,0.12287070999999994,f,7.051
stab_oqmd_8112,oqmd_8112,,0.3058955949999995,f,0
stab_oqmd_8113,oqmd_8113,,0.3073991744476705,f,0
stab_oqmd_8116,oqmd_8116,,0.07962915405172447,f,0
stab_oqmd_8117,oqmd_8117,,1.6695000000011007e-05,t,0
stab_oqmd_8118,oqmd_8118,,3.3249999989992673e-05,t,0
stab_oqmd_8119,oqmd_8119,,5.6720000004784055e-05,t,0
stab_oqmd_8120,oqmd_8120,,0.0007534916666666058,t,0
stab_oqmd_8121,oqmd_8121,,0.00023144000000341336,t,0
stab_oqmd_8122,oqmd_8122,,0.011145681250004813,f,0
stab_oqmd_8123,oqmd_8123,,0.04286808125000019,f,0
stab_oqmd_8149,oqmd_8149,,0.0005855233333318388,t,0
stab_oqmd_8150,oqmd_8150,,0.0010885700000047294,f,0
stab_oqmd_8154,oqmd_8154,,4.7574999999966394e-05,t,0
stab_oqmd_8155,oqmd_8155,,0,t,0
stab_oqmd_8156,oqmd_8156,,4.354166666653558e-05,t,0
stab_oqmd_8157,oqmd_8157,,0.000636234999999985,t,0
stab_oqmd_8158,oqmd_8158,,0,t,0
stab_oqmd_8159,oqmd_8159,,0.004822511250005546,f,0
stab_oqmd_8161,oqmd_8161,,9.863500000051317e-05,t,0
stab_oqmd_8162,oqmd_8162,,5.2750000000045816e-05,t,0
stab_oqmd_8163,oqmd_8163,,0,t,0
stab_oqmd_8164,oqmd_8164,,9.944000001005371e-05,t,0
stab_oqmd_8165,oqmd_8165,,8.011000000451851e-05,t,0
stab_oqmd_8166,oqmd_8166,,0.0399578587499998,f,0
stab_oqmd_8167,oqmd_8167,,0.00011083500000008684,t,0
stab_oqmd_8168,oqmd_8168,,8.09999999997757e-05,t,0
stab_oqmd_8169,oqmd_8169,,0.045468156250005,f,0
stab_oqmd_8170,oqmd_8170,,2.3855000000017057e-05,t,0
stab_oqmd_8171,oqmd_8171,,5.8805000000106133e-05,t,0
stab_oqmd_8172,oqmd_8172,,0.30370380333333,f,0
stab_oqmd_8173,oqmd_8173,,0.0004292418750000415,t,2.106
stab_oqmd_8177,oqmd_8177,,0.8426435678124999,f,0
stab_oqmd_8239,oqmd_8239,,0.00018275999999994852,t,0
stab_oqmd_8241,oqmd_8241,,0.031520267500000976,f,0
stab_oqmd_8254,oqmd_8254,,0,t,0
stab_oqmd_8260,oqmd_8260,,0,t,0
stab_oqmd_8265,oqmd_8265,,0.0003882500000000899,t,0
stab_oqmd_8269,oqmd_8269,-0.8398461375,0.19295059000000003,f,0
stab_oqmd_8270,oqmd_8270,,0.0012331350000001073,f,0
stab_oqmd_8272,oqmd_8272,,7.258499999984735e-05,t,0
stab_oqmd_8273,oqmd_8273,,0.007380484863798373,f,0
stab_oqmd_8278,oqmd_8278,,0.11123039911554788,f,0
stab_oqmd_8279,oqmd_8279,,0.00022793500000006794,t,0
stab_oqmd_8280,oqmd_8280,,0.23493485874999998,f,0
stab_oqmd_8281,oqmd_8281,-0.582944645,0.13297251,f,0
stab_oqmd_8282,oqmd_8282,,7.882500000000459e-05,t,0
stab_oqmd_8285,oqmd_8285,,0.00012896000000117702,t,0
stab_oqmd_8286,oqmd_8286,,0.06977084374999998,f,0
stab_oqmd_8293,oqmd_8293,,0.0003699049999998927,t,0
stab_oqmd_8294,oqmd_8294,,4.921499999999135e-05,t,0
stab_oqmd_8295,oqmd_8295,,3.5224999999083906e-05,t,0
stab_oqmd_8296,oqmd_8296,,0.026424761250005036,f,0
stab_oqmd_8297,oqmd_8297,,0.00133147500000097,f,0
stab_oqmd_8353,oqmd_8353,,0.00045162499999995553,t,3.764
stab_oqmd_8354,oqmd_8354,,0,t,5.709
stab_oqmd_8355,oqmd_8355,-1.62051940121416,0.03186423666666527,f,3.857
stab_oqmd_8383,oqmd_8383,,0.00019615000000106075,t,0
stab_oqmd_8384,oqmd_8384,,6.078000000009354e-05,t,0
stab_oqmd_8385,oqmd_8385,,0.03957722000000022,f,0
stab_oqmd_8386,oqmd_8386,-0.539796512500001,0.28431601124999994,f,0
stab_oqmd_8389,oqmd_8389,,0.000288274999999949,t,0
stab_oqmd_8426,oqmd_8426,,0.0850176456249985,f,0
stab_oqmd_8431,oqmd_8431,,3.5985000000127165e-05,t,0
stab_oqmd_8477,oqmd_8477,,0.3680308162500004,f,0
stab_oqmd_8480,oqmd_8480,-0.6368062775,0.002273607500000052,f,0
stab_oqmd_8484,oqmd_8484,0.1018445225,0.23518437,f,0
stab_oqmd_8485,oqmd_8485,,0.1469730149999997,f,0
stab_oqmd_8487,oqmd_8487,-0.0842171466666652,0.2629089699999998,f,0
stab_oqmd_8506,oqmd_8506,,0.012080254999999873,f,0
stab_oqmd_8507,oqmd_8507,,0,t,0
stab_oqmd_8517,oqmd_8517,,0.0001147750000000114,t,0
stab_oqmd_87980,oqmd_87980,-0.33301955,4.9100000000024124e-05,t,0
stab_oqmd_87994,oqmd_87994,-0.3049531225,0.0012748550000000192,f,0
stab_oqmd_88003,oqmd_88003,-0.3266697025,0.0009254925000002356,t,0
stab_oqmd_88014,oqmd_88014,-0.32608559875,0,t,0
stab_oqmd_88025,oqmd_88025,-0.2995557825,0.0028930699999999976,f,0
stab_oqmd_88027,oqmd_88027,-0.32458423375,0.0004780099999999732,t,0
stab_oqmd_88030,oqmd_88030,0.00349681266666479,0.09039543721226924,f,0
stab_oqmd_88033,oqmd_88033,-0.315204565,0.0020868199999999892,f,0
stab_oqmd_88036,oqmd_88036,-0.3601419525,0.001509000000000038,f,0
stab_oqmd_88040,oqmd_88040,-0.419259665,2.116000000002005e-05,t,0
stab_oqmd_88122,oqmd_88122,-0.441103721233135,0.003492414999999971,f,0
stab_oqmd_88154,oqmd_88154,-0.122830078333335,1.420000000022792e-05,t,0
stab_oqmd_88239,oqmd_88239,-0.29858273375,0.0007880550000005648,t,0
stab_oqmd_88346,oqmd_88346,-0.2874041875,0,t,0
stab_oqmd_88389,oqmd_88389,-0.395324417500001,0.03959520625000096,f,0
stab_oqmd_88739,oqmd_88739,-0.253357068333335,0.009897137499999986,f,0
stab_oqmd_88747,oqmd_88747,-0.27919325,0.0006034837500000223,t,0
stab_oqmd_88809,oqmd_88809,-0.22207538375,0.0106175449999997,f,0
stab_oqmd_88828,oqmd_88828,-0.267029206666665,0.0038978237499999735,f,0
stab_oqmd_88926,oqmd_88926,-0.2783542425,0.0004813149999999822,t,0
stab_oqmd_88940,oqmd_88940,0.0909865276666642,0.13936247413333142,f,0
stab_oqmd_88955,oqmd_88955,-0.290772815,0.00019894999999997554,t,0
stab_oqmd_88957,oqmd_88957,-0.243954097500001,0.016076018749999282,f,0
stab_oqmd_88965,oqmd_88965,-0.0793977579166696,1.7845000000293876e-05,t,0
stab_oqmd_88966,oqmd_88966,-0.0898194550000002,0.004533612233779863,f,0
stab_oqmd_89004,oqmd_89004,-0.450847165816469,0.00173207000000003,f,0
stab_oqmd_89009,oqmd_89009,-0.472349358333335,0.00046665000000023493,t,0
stab_oqmd_89046,oqmd_89046,-0.450544672483134,0.0016431716666667762,f,0
stab_oqmd_89055,oqmd_89055,-0.887233535,0.00022188000000100683,t,0
stab_oqmd_89059,oqmd_89059,-0.0664689845833348,0.00010207000000009292,t,0
stab_oqmd_89074,oqmd_89074,-0.931526154999999,0.02424439875000095,f,0
stab_oqmd_89086,oqmd_89086,-0.935352605,0.0006122550000000615,t,0
stab_oqmd_89098,oqmd_89098,-0.3078053825,0.0021694749999999763,f,0
stab_oqmd_89104,oqmd_89104,-0.35180277,0,t,0
stab_oqmd_89126,oqmd_89126,-0.895766673333335,0.035160694999999964,f,0
stab_oqmd_89140,oqmd_89140,-0.873516248333335,0.0002997750000000021,t,0
stab_oqmd_89155,oqmd_89155,-0.344122588333335,7.144500000000331e-05,t,0
stab_oqmd_89198,oqmd_89198,-0.5620309125,0.0007584524999999509,t,0
stab_oqmd_89397,oqmd_89397,-0.449191781893131,0.0013555900000006282,f,0
stab_oqmd_89398,oqmd_89398,-0.449191781893131,0.0013555900000006282,f,0
stab_oqmd_89417,oqmd_89417,-0.124237709999999,0.032777015625000405,f,0
stab_oqmd_89558,oqmd_89558,-0.3762476875,0.036039856250001,f,0
stab_oqmd_89616,oqmd_89616,-0.689843547500001,0.00041401500000015634,t,0
stab_oqmd_89687,oqmd_89687,-0.49200067375,0,t,0
stab_oqmd_89700,oqmd_89700,-0.092721148333335,4.940000000203115e-06,t,0
stab_oqmd_89749,oqmd_89749,-0.804850918750001,0.00031685499999900557,t,0
stab_oqmd_89759,oqmd_89759,-0.36447455125,0.0013289400000000007,f,0
stab_oqmd_89768,oqmd_89768,-0.33742026375,0.0010118650000009999,f,0
stab_oqmd_89859,oqmd_89859,-0.190472147066469,0.0021269499999999886,f,0
stab_oqmd_89861,oqmd_89861,0.364317145620316,0.364317145620316,f,0
stab_oqmd_89924,oqmd_89924,-0.904547171666665,0.0004828150000010245,t,0
stab_oqmd_89929,oqmd_89929,-0.348004386666665,0,t,0
stab_oqmd_90117,oqmd_90117,-0.2325158775,0.0007740950000000024,t,0
stab_oqmd_90130,oqmd_90130,-0.9718138775,0.0005878200000000167,t,0
stab_oqmd_90141,oqmd_90141,-0.114947977083335,0,t,0
stab_oqmd_90147,oqmd_90147,-0.746246079583334,0.0006746400000009478,t,0
stab_oqmd_90153,oqmd_90153,-0.104412303333335,0,t,0
stab_oqmd_90160,oqmd_90160,0.24304733808333,0.24304733808333,f,0
stab_oqmd_90200,oqmd_90200,-0.193348221896549,0.007252801241380613,f,0
stab_oqmd_90445,oqmd_90445,-0.3179046775,0.00047074499999999464,t,0
stab_oqmd_90586,oqmd_90586,-0.736132971893133,0.0001393600000000328,t,0
stab_oqmd_90674,oqmd_90674,-0.867492899999999,0.00028980999999994594,t,0
