calculation_id,entry_id,method,functional,calculation_type
calc_oqmd_88003,oqmd_88003,DFT,GGA,static
calc_oqmd_88014,oqmd_88014,DFT,GGA,static
calc_oqmd_88025,oqmd_88025,DFT,GGA,static
calc_oqmd_88027,oqmd_88027,DFT,GGA,static
calc_oqmd_88030,oqmd_88030,DFT,GGA,static
calc_oqmd_88033,oqmd_88033,DFT,GGA,static
calc_oqmd_88036,oqmd_88036,DFT,GGA,static
calc_oqmd_88040,oqmd_88040,DFT,GGA,static
calc_oqmd_88122,oqmd_88122,DFT,GGA,static
calc_oqmd_88154,oqmd_88154,DFT,GGA,static
calc_oqmd_88239,oqmd_88239,DFT,GGA,static
calc_oqmd_88346,oqmd_88346,DFT,GGA,static
calc_oqmd_88389,oqmd_88389,DFT,GGA,static
calc_oqmd_88739,oqmd_88739,DFT,GGA,static
calc_oqmd_88747,oqmd_88747,DFT,GGA,static
calc_oqmd_88809,oqmd_88809,DFT,GGA,static
calc_oqmd_88828,oqmd_88828,DFT,GGA,static
calc_oqmd_88926,oqmd_88926,DFT,GGA,static
calc_oqmd_88940,oqmd_88940,DFT,GGA,static
calc_oqmd_88955,oqmd_88955,DFT,GGA,static
calc_oqmd_88957,oqmd_88957,DFT,GGA,static
calc_oqmd_88965,oqmd_88965,DFT,GGA,static
calc_oqmd_88966,oqmd_88966,DFT,GGA,static
calc_oqmd_89004,oqmd_89004,DFT,GGA,static
calc_oqmd_89009,oqmd_89009,DFT,GGA,static
calc_oqmd_89046,oqmd_89046,DFT,GGA,static
calc_oqmd_89055,oqmd_89055,DFT,GGA,static
calc_oqmd_89059,oqmd_89059,DFT,GGA,static
calc_oqmd_89074,oqmd_89074,DFT,GGA,static
calc_oqmd_89086,oqmd_89086,DFT,GGA,static
calc_oqmd_89098,oqmd_89098,DFT,GGA,static
calc_oqmd_89104,oqmd_89104,DFT,GGA,static
calc_oqmd_89126,oqmd_89126,DFT,GGA,static
calc_oqmd_89140,oqmd_89140,DFT,GGA,static
calc_oqmd_89155,oqmd_89155,DFT,GGA,static
calc_oqmd_89198,oqmd_89198,DFT,GGA,static
calc_oqmd_89397,oqmd_89397,DFT,GGA,static
calc_oqmd_89398,oqmd_89398,DFT,GGA,static
calc_oqmd_89417,oqmd_89417,DFT,GGA,static
calc_oqmd_89558,oqmd_89558,DFT,GGA,static
calc_oqmd_89616,oqmd_89616,DFT,GGA,static
calc_oqmd_89687,oqmd_89687,DFT,GGA,static
calc_oqmd_89700,oqmd_89700,DFT,GGA,static
calc_oqmd_89749,oqmd_89749,DFT,GGA,static
calc_oqmd_89759,oqmd_89759,DFT,GGA,static
calc_oqmd_89768,oqmd_89768,DFT,GGA,static
calc_oqmd_89859,oqmd_89859,DFT,GGA,static
calc_oqmd_89861,oqmd_89861,DFT,GGA,static
calc_oqmd_89924,oqmd_89924,DFT,GGA,static
calc_oqmd_89929,oqmd_89929,DFT,GGA,static
calc_oqmd_90117,oqmd_90117,DFT,GGA,static
calc_oqmd_90130,oqmd_90130,DFT,GGA,static
calc_oqmd_90141,oqmd_90141,DFT,GGA,static
calc_oqmd_90147,oqmd_90147,DFT,GGA,static
calc_oqmd_90153,oqmd_90153,DFT,GGA,static
calc_oqmd_90160,oqmd_90160,DFT,GGA,static
calc_oqmd_90200,oqmd_90200,DFT,GGA,static
calc_oqmd_90445,oqmd_90445,DFT,GGA,static
calc_oqmd_90586,oqmd_90586,DFT,GGA,static
calc_oqmd_90674,oqmd_90674,DFT,GGA,static
calc_oqmd_90771,oqmd_90771,DFT,GGA,static
calc_oqmd_90791,oqmd_90791,DFT,GGA,static
calc_oqmd_90794,oqmd_90794,DFT,GGA,static
calc_oqmd_90810,oqmd_90810,DFT,GGA,static
calc_oqmd_90870,oqmd_90870,DFT,GGA,static
calc_oqmd_90872,oqmd_90872,DFT,GGA,static
calc_oqmd_90905,oqmd_90905,DFT,GGA,static
calc_oqmd_91935,oqmd_91935,DFT,GGA,static
calc_oqmd_94296,oqmd_94296,DFT,GGA,static
calc_oqmd_94348,oqmd_94348,DFT,GGA,static
calc_oqmd_94482,oqmd_94482,DFT,GGA,static
calc_oqmd_94573,oqmd_94573,DFT,GGA,static
calc_oqmd_94574,oqmd_94574,DFT,GGA,static
calc_oqmd_94593,oqmd_94593,DFT,GGA,static
calc_oqmd_94594,oqmd_94594,DFT,GGA,static
calc_oqmd_94600,oqmd_94600,DFT,GGA,static
calc_oqmd_94913,oqmd_94913,DFT,GGA,static
calc_oqmd_94919,oqmd_94919,DFT,GGA,static
calc_oqmd_94922,oqmd_94922,DFT,GGA,static
calc_oqmd_9510,oqmd_9510,DFT,GGA,static
calc_oqmd_98735,oqmd_98735,DFT,GGA,static
calc_oqmd_9972,oqmd_9972,DFT,GGA,static
