structure_id,entry_id,prototype,strukturbericht,formula_type,space_group_number,crystal_system,lattice_a,lattice_b,lattice_c,volume_per_atom,space_group
struct_oqmd_2030890,oqmd_2030890,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030938,oqmd_2030938,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030940,oqmd_2030940,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2031148,oqmd_2031148,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2031194,oqmd_2031194,NaCl,B1,AB,,cubic,,,,25.7891,Fm-3m
struct_oqmd_2031349,oqmd_2031349,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2031351,oqmd_2031351,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2031521,oqmd_2031521,NaCl,B1,AB,,cubic,,,,32.6146,Fm-3m
struct_oqmd_2031522,oqmd_2031522,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2031531,oqmd_2031531,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2031534,oqmd_2031534,NaCl,B1,AB,,cubic,,,,18.248,Fm-3m
struct_oqmd_2031815,oqmd_2031815,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2031821,oqmd_2031821,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2032446,oqmd_2032446,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2032652,oqmd_2032652,NaCl,B1,AB,,cubic,,,,8.7895,Fm-3m
struct_oqmd_2032671,oqmd_2032671,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2032681,oqmd_2032681,NaCl,B1,AB,,cubic,,,,23.6911,Fm-3m
struct_oqmd_2032721,oqmd_2032721,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2032723,oqmd_2032723,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2032725,oqmd_2032725,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2032726,oqmd_2032726,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2032781,oqmd_2032781,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2032783,oqmd_2032783,NaCl,B1,AB,,cubic,,,,37.7689,Fm-3m
struct_oqmd_2032785,oqmd_2032785,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2032787,oqmd_2032787,NaCl,B1,AB,,cubic,,,,44.888,Fm-3m
struct_oqmd_2032907,oqmd_2032907,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2033256,oqmd_2033256,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2033514,oqmd_2033514,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2033593,oqmd_2033593,NaCl,B1,AB,,cubic,,,,6.232,Fm-3m
struct_oqmd_2033964,oqmd_2033964,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2033971,oqmd_2033971,NaCl,B1,AB,,cubic,,,,7.2424,Fm-3m
struct_oqmd_2033997,oqmd_2033997,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2034071,oqmd_2034071,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2034282,oqmd_2034282,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2034284,oqmd_2034284,NaCl,B1,AB,,cubic,,,,13.9392,Fm-3m
struct_oqmd_2034286,oqmd_2034286,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2034290,oqmd_2034290,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2034294,oqmd_2034294,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2034311,oqmd_2034311,NaCl,B1,AB,,cubic,,,,23.1785,Fm-3m
struct_oqmd_2034318,oqmd_2034318,NaCl,B1,AB,,cubic,,,,22.8754,Fm-3m
struct_oqmd_2034328,oqmd_2034328,NaCl,B1,AB,,cubic,,,,27.0744,Fm-3m
struct_oqmd_2034333,oqmd_2034333,NaCl,B1,AB,,cubic,,,,15.1656,Fm-3m
struct_oqmd_2034376,oqmd_2034376,NaCl,B1,AB,,cubic,,,,15.6648,Fm-3m
struct_oqmd_2034378,oqmd_2034378,NaCl,B1,AB,,cubic,,,,17.0717,Fm-3m
struct_oqmd_2034380,oqmd_2034380,NaCl,B1,AB,,cubic,,,,21.5632,Fm-3m
struct_oqmd_2034443,oqmd_2034443,BiF3,D0_3,AB3,,cubic,,,,9.4686,Fm-3m
struct_oqmd_2034445,oqmd_2034445,BiF3,D0_3,AB3,,cubic,,,,9.0789,Fm-3m
struct_oqmd_2034447,oqmd_2034447,BiF3,D0_3,AB3,,cubic,,,,9.5267,Fm-3m
struct_oqmd_2034449,oqmd_2034449,BiF3,D0_3,AB3,,cubic,,,,9.3688,Fm-3m
struct_oqmd_2034451,oqmd_2034451,BiF3,D0_3,AB3,,cubic,,,,9.4848,Fm-3m
struct_oqmd_2034453,oqmd_2034453,BiF3,D0_3,AB3,,cubic,,,,9.0359,Fm-3m
struct_oqmd_2034455,oqmd_2034455,BiF3,D0_3,AB3,,cubic,,,,8.9782,Fm-3m
struct_oqmd_2034457,oqmd_2034457,BiF3,D0_3,AB3,,cubic,,,,8.7984,Fm-3m
struct_oqmd_2034459,oqmd_2034459,BiF3,D0_3,AB3,,cubic,,,,9.1553,Fm-3m
struct_oqmd_2034874,oqmd_2034874,BiF3,D0_3,AB3,,cubic,,,,11.2723,Fm-3m
struct_oqmd_2034879,oqmd_2034879,BiF3,D0_3,AB3,,cubic,,,,11.3425,Fm-3m
struct_oqmd_2034884,oqmd_2034884,BiF3,D0_3,AB3,,cubic,,,,11.8375,Fm-3m
struct_oqmd_2034914,oqmd_2034914,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2034916,oqmd_2034916,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2034939,oqmd_2034939,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2034995,oqmd_2034995,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2035313,oqmd_2035313,BiF3,D0_3,AB3,,cubic,,,,11.7376,Fm-3m
struct_oqmd_2035314,oqmd_2035314,NaCl,B1,AB,,cubic,,,,7.9097,Fm-3m
struct_oqmd_2035434,oqmd_2035434,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2035439,oqmd_2035439,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2035440,oqmd_2035440,NaCl,B1,AB,,cubic,,,,17.8991,Fm-3m
struct_oqmd_2035444,oqmd_2035444,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2035445,oqmd_2035445,NaCl,B1,AB,,cubic,,,,22.6615,Fm-3m
struct_oqmd_2035449,oqmd_2035449,NaCl,B1,AB,,cubic,,,,36.1822,Fm-3m
struct_oqmd_2035455,oqmd_2035455,NaCl,B1,AB,,cubic,,,,33.8236,Fm-3m
struct_oqmd_2035461,oqmd_2035461,NaCl,B1,AB,,cubic,,,,32.4465,Fm-3m
struct_oqmd_2035476,oqmd_2035476,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2035481,oqmd_2035481,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2035485,oqmd_2035485,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2035486,oqmd_2035486,NaCl,B1,AB,,cubic,,,,17.6776,Fm-3m
struct_oqmd_2035553,oqmd_2035553,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2035556,oqmd_2035556,NaCl,B1,AB,,cubic,,,,46.1129,Fm-3m
struct_oqmd_2035558,oqmd_2035558,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2035564,oqmd_2035564,NaCl,B1,AB,,cubic,,,,34.5862,Fm-3m
struct_oqmd_2035567,oqmd_2035567,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2035569,oqmd_2035569,NaCl,B1,AB,,cubic,,,,39.9317,Fm-3m
struct_oqmd_2035871,oqmd_2035871,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2035873,oqmd_2035873,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036146,oqmd_2036146,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036165,oqmd_2036165,NaCl,B1,AB,,cubic,,,,10.5891,Fm-3m
struct_oqmd_2036459,oqmd_2036459,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036463,oqmd_2036463,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036467,oqmd_2036467,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036471,oqmd_2036471,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036475,oqmd_2036475,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036479,oqmd_2036479,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036483,oqmd_2036483,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036487,oqmd_2036487,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036491,oqmd_2036491,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036495,oqmd_2036495,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036678,oqmd_2036678,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036682,oqmd_2036682,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036722,oqmd_2036722,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036781,oqmd_2036781,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036782,oqmd_2036782,NaCl,B1,AB,,cubic,,,,10.3947,Fm-3m
struct_oqmd_2036894,oqmd_2036894,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036995,oqmd_2036995,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2036997,oqmd_2036997,NaCl,B1,AB,,cubic,,,,16.7693,Fm-3m
struct_oqmd_2037001,oqmd_2037001,NaCl,B1,AB,,cubic,,,,21.0575,Fm-3m
struct_oqmd_2037004,oqmd_2037004,NaCl,B1,AB,,cubic,,,,18.7972,Fm-3m
struct_oqmd_2037259,oqmd_2037259,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2037377,oqmd_2037377,NaCl,B1,AB,,cubic,,,,13.8337,Fm-3m
struct_oqmd_2037378,oqmd_2037378,NaCl,B1,AB,,cubic,,,,24.8626,Fm-3m
struct_oqmd_2037380,oqmd_2037380,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2037390,oqmd_2037390,NaCl,B1,AB,,cubic,,,,22.2634,Fm-3m
struct_oqmd_2037392,oqmd_2037392,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2037472,oqmd_2037472,NaCl,B1,AB,,cubic,,,,34.2398,Fm-3m
struct_oqmd_2037480,oqmd_2037480,NaCl,B1,AB,,cubic,,,,10.8786,Fm-3m
struct_oqmd_2037503,oqmd_2037503,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2037505,oqmd_2037505,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2037610,oqmd_2037610,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2037614,oqmd_2037614,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2037618,oqmd_2037618,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2037987,oqmd_2037987,NaCl,B1,AB,,cubic,,,,17.0203,Fm-3m
struct_oqmd_20394,oqmd_20394,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20443,oqmd_20443,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20463,oqmd_20463,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20464,oqmd_20464,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20465,oqmd_20465,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20466,oqmd_20466,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20467,oqmd_20467,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20522,oqmd_20522,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20565,oqmd_20565,NaCl,B1,AB,,cubic,,,,10.5536,Fm-3m
struct_oqmd_20574,oqmd_20574,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20674,oqmd_20674,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_20684,oqmd_20684,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20721,oqmd_20721,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20742,oqmd_20742,NiAs,B8_1,AB,,cubic,,,,22.8731,P63/mmc
struct_oqmd_20744,oqmd_20744,NaCl,B1,AB,,cubic,,,,11.1797,Fm-3m
struct_oqmd_20780,oqmd_20780,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20817,oqmd_20817,NiAs,B8_1,AB,,cubic,,,,33.6392,P63/mmc
struct_oqmd_20836,oqmd_20836,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20837,oqmd_20837,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20917,oqmd_20917,NaCl,B1,AB,,cubic,,,,31.9825,Fm-3m
struct_oqmd_20918,oqmd_20918,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20929,oqmd_20929,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_21306,oqmd_21306,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_21307,oqmd_21307,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_21308,oqmd_21308,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_21315,oqmd_21315,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_21316,oqmd_21316,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_21322,oqmd_21322,NaCl,B1,AB,,cubic,,,,9.9985,Fm-3m
struct_oqmd_21323,oqmd_21323,NaCl,B1,AB,,cubic,,,,10.1686,Fm-3m
struct_oqmd_21324,oqmd_21324,NaCl,B1,AB,,cubic,,,,12.05,Fm-3m
struct_oqmd_21325,oqmd_21325,NaCl,B1,AB,,cubic,,,,10.2902,Fm-3m
struct_oqmd_21326,oqmd_21326,NaCl,B1,AB,,cubic,,,,10.5915,Fm-3m
struct_oqmd_21327,oqmd_21327,NaCl,B1,AB,,cubic,,,,12.5691,Fm-3m
struct_oqmd_21386,oqmd_21386,NaCl,B1,AB,,cubic,,,,26.5933,Fm-3m
struct_oqmd_21388,oqmd_21388,NiAs,B8_1,AB,,cubic,,,,20.1775,P63/mmc
struct_oqmd_21407,oqmd_21407,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_21450,oqmd_21450,NiAs,B8_1,AB,,cubic,,,,20.9932,P63/mmc
struct_oqmd_21451,oqmd_21451,NaCl,B1,AB,,cubic,,,,10.6418,Fm-3m
struct_oqmd_21452,oqmd_21452,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_21497,oqmd_21497,NaCl,B1,AB,,cubic,,,,16.466,Fm-3m
struct_oqmd_21509,oqmd_21509,NaCl,B1,AB,,cubic,,,,10.7744,Fm-3m
struct_oqmd_21510,oqmd_21510,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_21563,oqmd_21563,NaCl,B1,AB,,cubic,,,,23.267,Fm-3m
struct_oqmd_21570,oqmd_21570,NiAs,B8_1,AB,,cubic,,,,17.1922,P63/mmc
struct_oqmd_22045,oqmd_22045,NiAs,B8_1,AB,,cubic,,,,41.2264,P63/mmc
struct_oqmd_22221,oqmd_22221,NaCl,B1,AB,,cubic,,,,8.4803,Fm-3m
struct_oqmd_22242,oqmd_22242,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_22243,oqmd_22243,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_22245,oqmd_22245,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_22246,oqmd_22246,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_22256,oqmd_22256,NiAs,B8_1,AB,,cubic,,,,20.3913,P63/mmc
struct_oqmd_22262,oqmd_22262,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_22263,oqmd_22263,NaCl,B1,AB,,cubic,,,,16.4452,Fm-3m
struct_oqmd_22264,oqmd_22264,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_22281,oqmd_22281,NaCl,B1,AB,,cubic,,,,11.1849,Fm-3m
struct_oqmd_22284,oqmd_22284,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_22285,oqmd_22285,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_22287,oqmd_22287,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_22298,oqmd_22298,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_22304,oqmd_22304,NaCl,B1,AB,,cubic,,,,10.1753,Fm-3m
struct_oqmd_22305,oqmd_22305,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_22369,oqmd_22369,NaCl,B1,AB,,cubic,,,,10.2926,Fm-3m
struct_oqmd_22370,oqmd_22370,NaCl,B1,AB,,cubic,,,,10.8826,Fm-3m
struct_oqmd_22409,oqmd_22409,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_22410,oqmd_22410,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_22431,oqmd_22431,NiAs,B8_1,AB,,cubic,,,,19.4916,P63/mmc
struct_oqmd_22433,oqmd_22433,NaCl,B1,AB,,cubic,,,,10.0147,Fm-3m
struct_oqmd_22454,oqmd_22454,NaCl,B1,AB,,cubic,,,,15.3637,Fm-3m
struct_oqmd_22455,oqmd_22455,NaCl,B1,AB,,cubic,,,,23.0799,Fm-3m
struct_oqmd_22456,oqmd_22456,NaCl,B1,AB,,cubic,,,,33.3657,Fm-3m
struct_oqmd_22472,oqmd_22472,NaCl,B1,AB,,cubic,,,,8.312,Fm-3m
struct_oqmd_22474,oqmd_22474,NaCl,B1,AB,,cubic,,,,10.4673,Fm-3m
struct_oqmd_22476,oqmd_22476,NaCl,B1,AB,,cubic,,,,13.703,Fm-3m
struct_oqmd_22530,oqmd_22530,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_22533,oqmd_22533,NaCl,B1,AB,,cubic,,,,7.9021,Fm-3m
struct_oqmd_23395,oqmd_23395,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_23862,oqmd_23862,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2577,oqmd_2577,NaCl,B1,AB,,cubic,,,,9.2547,Fm-3m
struct_oqmd_2578,oqmd_2578,NaCl,B1,AB,,cubic,,,,11.0991,Fm-3m
struct_oqmd_2579,oqmd_2579,NaCl,B1,AB,,cubic,,,,9.125,Fm-3m
struct_oqmd_2580,oqmd_2580,NaCl,B1,AB,,cubic,,,,9.0508,Fm-3m
struct_oqmd_27476,oqmd_27476,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_27631,oqmd_27631,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_27979,oqmd_27979,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_28016,oqmd_28016,NiAs,B8_1,AB,,cubic,,,,32.0649,P63/mmc
struct_oqmd_28037,oqmd_28037,NaCl,B1,AB,,cubic,,,,25.3657,Fm-3m
struct_oqmd_28054,oqmd_28054,NaCl,B1,AB,,cubic,,,,23.4528,Fm-3m
struct_oqmd_28120,oqmd_28120,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_28662,oqmd_28662,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_28716,oqmd_28716,NiAs,B8_1,AB,,cubic,,,,43.3396,P63/mmc
struct_oqmd_28742,oqmd_28742,NiAs,B8_1,AB,,cubic,,,,45.8531,P63/mmc
struct_oqmd_28939,oqmd_28939,NaCl,B1,AB,,cubic,,,,15.7719,Fm-3m
struct_oqmd_29003,oqmd_29003,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29007,oqmd_29007,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29013,oqmd_29013,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29020,oqmd_29020,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29026,oqmd_29026,NaCl,B1,AB,,cubic,,,,20.6419,Fm-3m
struct_oqmd_29029,oqmd_29029,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29034,oqmd_29034,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29039,oqmd_29039,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29043,oqmd_29043,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29044,oqmd_29044,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29100,oqmd_29100,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29103,oqmd_29103,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29152,oqmd_29152,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29167,oqmd_29167,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29193,oqmd_29193,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29195,oqmd_29195,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29197,oqmd_29197,NaCl,B1,AB,,cubic,,,,33.6774,Fm-3m
struct_oqmd_29199,oqmd_29199,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29201,oqmd_29201,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29359,oqmd_29359,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29468,oqmd_29468,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29521,oqmd_29521,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29537,oqmd_29537,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29551,oqmd_29551,NaCl,B1,AB,,cubic,,,,6.6742,Fm-3m
struct_oqmd_29555,oqmd_29555,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29575,oqmd_29575,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29642,oqmd_29642,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29686,oqmd_29686,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29766,oqmd_29766,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29784,oqmd_29784,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29804,oqmd_29804,NiAs,B8_1,AB,,cubic,,,,38.2467,P63/mmc
struct_oqmd_29816,oqmd_29816,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29826,oqmd_29826,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29834,oqmd_29834,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29867,oqmd_29867,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29868,oqmd_29868,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29905,oqmd_29905,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29914,oqmd_29914,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29922,oqmd_29922,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29948,oqmd_29948,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29957,oqmd_29957,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_29969,oqmd_29969,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_29989,oqmd_29989,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30000,oqmd_30000,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30004,oqmd_30004,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30025,oqmd_30025,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30031,oqmd_30031,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30040,oqmd_30040,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30058,oqmd_30058,NaCl,B1,AB,,cubic,,,,28.3435,Fm-3m
struct_oqmd_30060,oqmd_30060,NaCl,B1,AB,,cubic,,,,28.3423,Fm-3m
struct_oqmd_30061,oqmd_30061,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30065,oqmd_30065,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30067,oqmd_30067,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30123,oqmd_30123,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30129,oqmd_30129,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30151,oqmd_30151,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30152,oqmd_30152,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30156,oqmd_30156,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30161,oqmd_30161,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30235,oqmd_30235,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30238,oqmd_30238,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30264,oqmd_30264,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30308,oqmd_30308,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30309,oqmd_30309,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30332,oqmd_30332,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30346,oqmd_30346,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30363,oqmd_30363,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30376,oqmd_30376,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30377,oqmd_30377,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30380,oqmd_30380,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30398,oqmd_30398,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30405,oqmd_30405,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30411,oqmd_30411,NaCl,B1,AB,,cubic,,,,21.7246,Fm-3m
struct_oqmd_30413,oqmd_30413,NaCl,B1,AB,,cubic,,,,30.4663,Fm-3m
struct_oqmd_30414,oqmd_30414,NaCl,B1,AB,,cubic,,,,30.4963,Fm-3m
struct_oqmd_30415,oqmd_30415,NaCl,B1,AB,,cubic,,,,30.497,Fm-3m
struct_oqmd_30421,oqmd_30421,L12,L12,A3B,,cubic,,,,,Pm-3m
