composition_id,entry_id,element,atomic_fraction,site_label
comp_oqmd_18171_Tl,oqmd_18171,Tl,0.75,A
comp_oqmd_18171_U,oqmd_18171,U,0.25,B
comp_oqmd_18172_Tl,oqmd_18172,Tl,0.5,A
comp_oqmd_18172_Y,oqmd_18172,Y,0.5,A
comp_oqmd_18173_Tl,oqmd_18173,Tl,0.75,A
comp_oqmd_18173_Y,oqmd_18173,Y,0.25,B
comp_oqmd_18174_Tl,oqmd_18174,Tl,0.5,A
comp_oqmd_18174_Yb,oqmd_18174,Yb,0.5,A
comp_oqmd_18175_Tl,oqmd_18175,Tl,0.75,A
comp_oqmd_18175_Yb,oqmd_18175,Yb,0.25,B
comp_oqmd_18176_Tm,oqmd_18176,Tm,0.5,A
comp_oqmd_18176_Zn,oqmd_18176,Zn,0.5,A
comp_oqmd_18181_Y,oqmd_18181,Y,0.5,A
comp_oqmd_18181_Zn,oqmd_18181,Zn,0.5,B
comp_oqmd_18185_Yb,oqmd_18185,Yb,0.5,A
comp_oqmd_18185_Zn,oqmd_18185,Zn,0.5,B
comp_oqmd_18187_Zn,oqmd_18187,Zn,0.5,B
comp_oqmd_18187_Zr,oqmd_18187,Zr,0.5,A
comp_oqmd_18189_V,oqmd_18189,V,0.25,B
comp_oqmd_18189_Zn,oqmd_18189,Zn,0.75,A
comp_oqmd_18193_Al,oqmd_18193,Al,0.5,A
comp_oqmd_18193_Ru,oqmd_18193,Ru,0.5,A
comp_oqmd_18197_Al,oqmd_18197,Al,0.25,B
comp_oqmd_18197_Zr,oqmd_18197,Zr,0.75,A
comp_oqmd_18199_As,oqmd_18199,As,0.5,B
comp_oqmd_18199_La,oqmd_18199,La,0.5,A
comp_oqmd_18312_Dy,oqmd_18312,Dy,0.5,A
comp_oqmd_18312_N,oqmd_18312,N,0.5,B
comp_oqmd_18313_Dy,oqmd_18313,Dy,0.5,A
comp_oqmd_18313_Pd,oqmd_18313,Pd,0.5,A
comp_oqmd_18314_Dy,oqmd_18314,Dy,0.25,B
comp_oqmd_18314_Pd,oqmd_18314,Pd,0.75,A
comp_oqmd_18319_Er,oqmd_18319,Er,0.5,A
comp_oqmd_18319_N,oqmd_18319,N,0.5,B
comp_oqmd_18320_Er,oqmd_18320,Er,0.25,B
comp_oqmd_18320_Pd,oqmd_18320,Pd,0.75,A
comp_oqmd_18322_Er,oqmd_18322,Er,0.5,A
comp_oqmd_18322_S,oqmd_18322,S,0.5,B
comp_oqmd_18364_Ga,oqmd_18364,Ga,0.75,A
comp_oqmd_18364_Lu,oqmd_18364,Lu,0.25,B
comp_oqmd_18367_Ga,oqmd_18367,Ga,0.75,A
comp_oqmd_18367_Np,oqmd_18367,Np,0.25,B
comp_oqmd_18451_Al,oqmd_18451,Al,0.25,B
comp_oqmd_18451_Np,oqmd_18451,Np,0.75,A
comp_oqmd_18452_In,oqmd_18452,In,0.25,B
comp_oqmd_18452_Np,oqmd_18452,Np,0.75,A
comp_oqmd_18456_Bi,oqmd_18456,Bi,0.5,B
comp_oqmd_18456_Np,oqmd_18456,Np,0.5,A
comp_oqmd_18457_Np,oqmd_18457,Np,0.5,A
comp_oqmd_18457_Se,oqmd_18457,Se,0.5,B
comp_oqmd_18458_Np,oqmd_18458,Np,0.5,A
comp_oqmd_18458_Te,oqmd_18458,Te,0.5,B
comp_oqmd_18459_Bi,oqmd_18459,Bi,0.5,B
comp_oqmd_18459_Pu,oqmd_18459,Pu,0.5,A
comp_oqmd_18460_In,oqmd_18460,In,0.75,A
comp_oqmd_18460_Np,oqmd_18460,Np,0.25,B
comp_oqmd_18489_In,oqmd_18489,In,0.25,B
comp_oqmd_18489_La,oqmd_18489,La,0.75,A
comp_oqmd_18499_Co,oqmd_18499,Co,0.25,B
comp_oqmd_18499_Pt,oqmd_18499,Pt,0.75,A
comp_oqmd_18665_Ce,oqmd_18665,Ce,0.25,B
comp_oqmd_18665_Pd,oqmd_18665,Pd,0.75,A
comp_oqmd_18674_Rh,oqmd_18674,Rh,0.5,A
comp_oqmd_18674_Zn,oqmd_18674,Zn,0.5,A
comp_oqmd_18693_Gd,oqmd_18693,Gd,0.25,B
comp_oqmd_18693_Pd,oqmd_18693,Pd,0.75,A
comp_oqmd_18714_Al,oqmd_18714,Al,0.25,B
comp_oqmd_18714_Pt,oqmd_18714,Pt,0.75,A
comp_oqmd_18716_Al,oqmd_18716,Al,0.75,A
comp_oqmd_18716_Sc,oqmd_18716,Sc,0.25,B
comp_oqmd_18728_As,oqmd_18728,As,0.5,B
comp_oqmd_18728_Cr,oqmd_18728,Cr,0.5,A
comp_oqmd_18741_Au,oqmd_18741,Au,0.5,A
comp_oqmd_18741_Zn,oqmd_18741,Zn,0.5,A
comp_oqmd_18755_Bi,oqmd_18755,Bi,0.5,A
comp_oqmd_18755_Ce,oqmd_18755,Ce,0.5,A
comp_oqmd_18759_Bi,oqmd_18759,Bi,0.5,B
comp_oqmd_18759_Sm,oqmd_18759,Sm,0.5,A
comp_oqmd_18776_C,oqmd_18776,C,0.5,B
comp_oqmd_18776_Pa,oqmd_18776,Pa,0.5,A
comp_oqmd_18782_Ca,oqmd_18782,Ca,0.25,B
comp_oqmd_18782_Pb,oqmd_18782,Pb,0.75,A
comp_oqmd_18785_Cd,oqmd_18785,Cd,0.5,A
comp_oqmd_18785_Gd,oqmd_18785,Gd,0.5,A
comp_oqmd_18788_Cd,oqmd_18788,Cd,0.5,A
comp_oqmd_18788_Tb,oqmd_18788,Tb,0.5,A
comp_oqmd_18793_Ce,oqmd_18793,Ce,0.75,A
comp_oqmd_18793_In,oqmd_18793,In,0.25,B
comp_oqmd_18794_Ce,oqmd_18794,Ce,0.75,A
comp_oqmd_18794_Pb,oqmd_18794,Pb,0.25,B
comp_oqmd_18797_Ce,oqmd_18797,Ce,0.5,A
comp_oqmd_18797_Zn,oqmd_18797,Zn,0.5,A
comp_oqmd_18811_Co,oqmd_18811,Co,0.5,A
comp_oqmd_18811_Ti,oqmd_18811,Ti,0.5,A
comp_oqmd_18815_Cr,oqmd_18815,Cr,0.25,B
comp_oqmd_18815_Rh,oqmd_18815,Rh,0.75,A
comp_oqmd_18818_Cu,oqmd_18818,Cu,0.5,A
comp_oqmd_18818_Er,oqmd_18818,Er,0.5,A
comp_oqmd_18819_Cu,oqmd_18819,Cu,0.5,A
comp_oqmd_18819_Eu,oqmd_18819,Eu,0.5,A
comp_oqmd_18829_Dy,oqmd_18829,Dy,0.5,A
comp_oqmd_18829_Mg,oqmd_18829,Mg,0.5,A
comp_oqmd_18834_Eu,oqmd_18834,Eu,0.25,B
comp_oqmd_18834_Sn,oqmd_18834,Sn,0.75,A
comp_oqmd_18839_Fe,oqmd_18839,Fe,0.5,A
comp_oqmd_18839_Rh,oqmd_18839,Rh,0.5,A
comp_oqmd_18852_Ge,oqmd_18852,Ge,0.25,B
comp_oqmd_18852_Nb,oqmd_18852,Nb,0.75,A
comp_oqmd_18854_H,oqmd_18854,H,0.5,B
comp_oqmd_18854_Mn,oqmd_18854,Mn,0.5,A
comp_oqmd_18855_H,oqmd_18855,H,0.5,B
comp_oqmd_18855_Mo,oqmd_18855,Mo,0.5,A
comp_oqmd_18866_Ir,oqmd_18866,Ir,0.75,A
comp_oqmd_18866_Sc,oqmd_18866,Sc,0.25,B
comp_oqmd_18867_Ir,oqmd_18867,Ir,0.5,A
comp_oqmd_18867_Ti,oqmd_18867,Ti,0.5,A
comp_oqmd_18869_Mg,oqmd_18869,Mg,0.5,A
comp_oqmd_18869_Sc,oqmd_18869,Sc,0.5,A
comp_oqmd_18875_Nb,oqmd_18875,Nb,0.75,A
comp_oqmd_18875_Si,oqmd_18875,Si,0.25,B
comp_oqmd_18876_Ni,oqmd_18876,Ni,0.5,A
comp_oqmd_18876_Pb,oqmd_18876,Pb,0.5,B
comp_oqmd_18884_Pr,oqmd_18884,Pr,0.25,B
comp_oqmd_18884_Pt,oqmd_18884,Pt,0.75,A
comp_oqmd_18890_Pr,oqmd_18890,Pr,0.25,B
comp_oqmd_18890_Sn,oqmd_18890,Sn,0.75,A
comp_oqmd_18891_Pr,oqmd_18891,Pr,0.5,A
comp_oqmd_18891_Tl,oqmd_18891,Tl,0.5,A
comp_oqmd_18892_Pr,oqmd_18892,Pr,0.25,B
comp_oqmd_18892_Tl,oqmd_18892,Tl,0.75,A
comp_oqmd_18894_Pr,oqmd_18894,Pr,0.75,A
comp_oqmd_18894_Tl,oqmd_18894,Tl,0.25,B
comp_oqmd_18895_Pr,oqmd_18895,Pr,0.5,A
comp_oqmd_18895_Zn,oqmd_18895,Zn,0.5,A
comp_oqmd_18903_Rh,oqmd_18903,Rh,0.5,A
comp_oqmd_18903_Yb,oqmd_18903,Yb,0.5,A
comp_oqmd_18904_Ru,oqmd_18904,Ru,0.5,A
comp_oqmd_18904_Yb,oqmd_18904,Yb,0.5,A
comp_oqmd_18905_S,oqmd_18905,S,0.5,B
comp_oqmd_18905_Zr,oqmd_18905,Zr,0.5,A
comp_oqmd_18908_Sm,oqmd_18908,Sm,0.25,B
comp_oqmd_18908_Sn,oqmd_18908,Sn,0.75,A
comp_oqmd_18920_Al,oqmd_18920,Al,0.25,B
comp_oqmd_18920_Ce,oqmd_18920,Ce,0.75,A
comp_oqmd_1897_As,oqmd_1897,As,0.5,B
comp_oqmd_1897_Sc,oqmd_1897,Sc,0.5,A
comp_oqmd_1898_Sb,oqmd_1898,Sb,0.5,B
comp_oqmd_1898_Sc,oqmd_1898,Sc,0.5,A
comp_oqmd_19012_Bi,oqmd_19012,Bi,0.5,A
comp_oqmd_19012_Rh,oqmd_19012,Rh,0.5,B
comp_oqmd_19092_Gd,oqmd_19092,Gd,0.5,A
comp_oqmd_19092_Th,oqmd_19092,Th,0.5,A
comp_oqmd_19093_Dy,oqmd_19093,Dy,0.5,A
comp_oqmd_19093_Th,oqmd_19093,Th,0.5,A
comp_oqmd_19112_Cd,oqmd_19112,Cd,0.75,A
comp_oqmd_19112_In,oqmd_19112,In,0.25,B
comp_oqmd_19121_Cr,oqmd_19121,Cr,0.5,A
comp_oqmd_19121_O,oqmd_19121,O,0.5,B
comp_oqmd_19149_Au,oqmd_19149,Au,0.5,A
comp_oqmd_19149_Mn,oqmd_19149,Mn,0.5,A
comp_oqmd_19154_Ge,oqmd_19154,Ge,0.75,A
comp_oqmd_19154_Pu,oqmd_19154,Pu,0.25,B
comp_oqmd_19192_Ga,oqmd_19192,Ga,0.75,A
comp_oqmd_19192_Ho,oqmd_19192,Ho,0.25,B
comp_oqmd_19193_Ga,oqmd_19193,Ga,0.75,A
comp_oqmd_19193_Tm,oqmd_19193,Tm,0.25,B
comp_oqmd_19332_Al,oqmd_19332,Al,0.5,A
comp_oqmd_19332_Gd,oqmd_19332,Gd,0.5,A
comp_oqmd_19333_Cu,oqmd_19333,Cu,0.5,A
comp_oqmd_19333_Dy,oqmd_19333,Dy,0.5,A
comp_oqmd_19341_Ag,oqmd_19341,Ag,0.5,A
comp_oqmd_19341_Zn,oqmd_19341,Zn,0.5,A
comp_oqmd_19355_Fe,oqmd_19355,Fe,0.5,A
comp_oqmd_19355_Sn,oqmd_19355,Sn,0.5,B
comp_oqmd_19422_Os,oqmd_19422,Os,0.5,A
comp_oqmd_19422_V,oqmd_19422,V,0.5,A
comp_oqmd_19423_Fe,oqmd_19423,Fe,0.5,A
comp_oqmd_19423_Ti,oqmd_19423,Ti,0.5,A
comp_oqmd_19431_N,oqmd_19431,N,0.5,B
comp_oqmd_19431_Nb,oqmd_19431,Nb,0.5,A
comp_oqmd_19455_Ni,oqmd_19455,Ni,0.75,A
comp_oqmd_19455_Pt,oqmd_19455,Pt,0.25,B
comp_oqmd_19476_Al,oqmd_19476,Al,0.5,A
comp_oqmd_19476_Nd,oqmd_19476,Nd,0.5,A
comp_oqmd_1949_C,oqmd_1949,C,0.5,B
comp_oqmd_1949_Ti,oqmd_1949,Ti,0.5,A
comp_oqmd_19509_O,oqmd_19509,O,0.5,B
comp_oqmd_19509_Yb,oqmd_19509,Yb,0.5,A
comp_oqmd_1956_Eu,oqmd_1956,Eu,0.5,A
comp_oqmd_1956_N,oqmd_1956,N,0.5,B
comp_oqmd_19681_Mg,oqmd_19681,Mg,0.25,B
comp_oqmd_19681_Pd,oqmd_19681,Pd,0.75,A
comp_oqmd_19979_Co,oqmd_19979,Co,0.5,A
comp_oqmd_19979_Si,oqmd_19979,Si,0.5,A
comp_oqmd_20081_In,oqmd_20081,In,0.5,A
comp_oqmd_20081_N,oqmd_20081,N,0.5,B
comp_oqmd_20082_Ge,oqmd_20082,Ge,0.25,B
comp_oqmd_20082_Pu,oqmd_20082,Pu,0.75,A
comp_oqmd_20083_Pu,oqmd_20083,Pu,0.75,A
comp_oqmd_20083_Sn,oqmd_20083,Sn,0.25,B
comp_oqmd_2012589_La,oqmd_2012589,La,0.5,A
comp_oqmd_2012589_Se,oqmd_2012589,Se,0.5,B
comp_oqmd_2012590_La,oqmd_2012590,La,0.5,A
comp_oqmd_2012590_S,oqmd_2012590,S,0.5,A
comp_oqmd_2012591_La,oqmd_2012591,La,0.5,A
comp_oqmd_2012591_Se,oqmd_2012591,Se,0.5,A
comp_oqmd_2013280_Fe,oqmd_2013280,Fe,0.5,A
comp_oqmd_2013280_O,oqmd_2013280,O,0.5,B
comp_oqmd_2013669_Fe,oqmd_2013669,Fe,0.5,A
comp_oqmd_2013669_H,oqmd_2013669,H,0.5,B
comp_oqmd_2013938_N,oqmd_2013938,N,0.5,A
comp_oqmd_2013938_Np,oqmd_2013938,Np,0.5,A
comp_oqmd_2013956_Ir,oqmd_2013956,Ir,0.5,A
comp_oqmd_2013956_N,oqmd_2013956,N,0.5,A
comp_oqmd_2013968_C,oqmd_2013968,C,0.5,B
comp_oqmd_2013968_Tc,oqmd_2013968,Tc,0.5,A
comp_oqmd_2013976_Ag,oqmd_2013976,Ag,0.5,A
comp_oqmd_2013976_C,oqmd_2013976,C,0.5,B
comp_oqmd_2013978_C,oqmd_2013978,C,0.5,B
comp_oqmd_2013978_Cd,oqmd_2013978,Cd,0.5,A
comp_oqmd_2013998_Cd,oqmd_2013998,Cd,0.5,A
comp_oqmd_2013998_N,oqmd_2013998,N,0.5,B
comp_oqmd_2014097_N,oqmd_2014097,N,0.5,B
comp_oqmd_2014097_Ti,oqmd_2014097,Ti,0.5,A
comp_oqmd_2014098_N,oqmd_2014098,N,0.5,A
comp_oqmd_2014098_Ti,oqmd_2014098,Ti,0.5,A
comp_oqmd_2014102_Hf,oqmd_2014102,Hf,0.5,A
comp_oqmd_2014102_N,oqmd_2014102,N,0.5,A
comp_oqmd_2014104_N,oqmd_2014104,N,0.5,A
comp_oqmd_2014104_V,oqmd_2014104,V,0.5,A
comp_oqmd_2014106_N,oqmd_2014106,N,0.5,A
comp_oqmd_2014106_Nb,oqmd_2014106,Nb,0.5,A
comp_oqmd_2014108_N,oqmd_2014108,N,0.5,A
comp_oqmd_2014108_Ta,oqmd_2014108,Ta,0.5,A
comp_oqmd_2014212_Ce,oqmd_2014212,Ce,0.5,A
comp_oqmd_2014212_S,oqmd_2014212,S,0.5,B
comp_oqmd_2014220_La,oqmd_2014220,La,0.5,A
comp_oqmd_2014220_Te,oqmd_2014220,Te,0.5,A
comp_oqmd_2014221_Ce,oqmd_2014221,Ce,0.5,A
comp_oqmd_2014221_S,oqmd_2014221,S,0.5,A
comp_oqmd_2014222_Ce,oqmd_2014222,Ce,0.5,A
comp_oqmd_2014222_Se,oqmd_2014222,Se,0.5,A
comp_oqmd_2014223_Ce,oqmd_2014223,Ce,0.5,A
comp_oqmd_2014223_Te,oqmd_2014223,Te,0.5,A
comp_oqmd_2014224_Eu,oqmd_2014224,Eu,0.5,A
comp_oqmd_2014224_S,oqmd_2014224,S,0.5,A
comp_oqmd_2014225_Eu,oqmd_2014225,Eu,0.5,A
comp_oqmd_2014225_Se,oqmd_2014225,Se,0.5,A
comp_oqmd_2014422_N,oqmd_2014422,N,0.5,B
comp_oqmd_2014422_Na,oqmd_2014422,Na,0.5,A
comp_oqmd_2014423_K,oqmd_2014423,K,0.5,A
comp_oqmd_2014423_N,oqmd_2014423,N,0.5,B
comp_oqmd_2014542_P,oqmd_2014542,P,0.5,A
comp_oqmd_2014542_Y,oqmd_2014542,Y,0.5,A
comp_oqmd_2014545_Sb,oqmd_2014545,Sb,0.5,B
comp_oqmd_2014545_Y,oqmd_2014545,Y,0.5,A
comp_oqmd_2014546_Sb,oqmd_2014546,Sb,0.5,A
comp_oqmd_2014546_Y,oqmd_2014546,Y,0.5,A
comp_oqmd_2014611_Hf,oqmd_2014611,Hf,0.5,A
comp_oqmd_2014611_Pd,oqmd_2014611,Pd,0.5,A
comp_oqmd_2014613_Hf,oqmd_2014613,Hf,0.5,A
comp_oqmd_2014613_Ir,oqmd_2014613,Ir,0.5,A
comp_oqmd_2014750_C,oqmd_2014750,C,0.5,B
comp_oqmd_2014750_Os,oqmd_2014750,Os,0.5,A
comp_oqmd_2014751_C,oqmd_2014751,C,0.5,B
comp_oqmd_2014751_Ir,oqmd_2014751,Ir,0.5,A
comp_oqmd_2014753_C,oqmd_2014753,C,0.5,A
comp_oqmd_2014753_Hf,oqmd_2014753,Hf,0.5,A
comp_oqmd_2014754_C,oqmd_2014754,C,0.5,A
comp_oqmd_2014754_Ta,oqmd_2014754,Ta,0.5,A
comp_oqmd_2014755_C,oqmd_2014755,C,0.5,A
comp_oqmd_2014755_W,oqmd_2014755,W,0.5,A
comp_oqmd_2014756_C,oqmd_2014756,C,0.5,A
comp_oqmd_2014756_Re,oqmd_2014756,Re,0.5,A
comp_oqmd_2014757_C,oqmd_2014757,C,0.5,A
comp_oqmd_2014757_Os,oqmd_2014757,Os,0.5,A
comp_oqmd_2014758_C,oqmd_2014758,C,0.5,A
comp_oqmd_2014758_Ir,oqmd_2014758,Ir,0.5,A
comp_oqmd_2014759_C,oqmd_2014759,C,0.5,A
comp_oqmd_2014759_Pt,oqmd_2014759,Pt,0.5,A
comp_oqmd_2014843_Al,oqmd_2014843,Al,0.5,A
comp_oqmd_2014843_N,oqmd_2014843,N,0.5,B
comp_oqmd_2014895_N,oqmd_2014895,N,0.5,B
comp_oqmd_2014895_Tl,oqmd_2014895,Tl,0.5,A
comp_oqmd_2014970_Pb,oqmd_2014970,Pb,0.5,B
comp_oqmd_2014970_Te,oqmd_2014970,Te,0.5,A
comp_oqmd_2014997_Mo,oqmd_2014997,Mo,0.5,A
comp_oqmd_2014997_P,oqmd_2014997,P,0.5,B
comp_oqmd_2015003_Cd,oqmd_2015003,Cd,0.5,A
comp_oqmd_2015003_N,oqmd_2015003,N,0.5,A
comp_oqmd_2015164_Ho,oqmd_2015164,Ho,0.5,A
comp_oqmd_2015164_N,oqmd_2015164,N,0.5,A
comp_oqmd_2015166_Ho,oqmd_2015166,Ho,0.5,A
comp_oqmd_2015166_P,oqmd_2015166,P,0.5,A
comp_oqmd_2015168_As,oqmd_2015168,As,0.5,A
comp_oqmd_2015168_Ho,oqmd_2015168,Ho,0.5,A
comp_oqmd_2015170_Bi,oqmd_2015170,Bi,0.5,A
comp_oqmd_2015170_Ho,oqmd_2015170,Ho,0.5,A
comp_oqmd_2015171_Er,oqmd_2015171,Er,0.5,A
comp_oqmd_2015171_H,oqmd_2015171,H,0.5,B
comp_oqmd_2015237_Bi,oqmd_2015237,Bi,0.5,A
comp_oqmd_2015237_Pr,oqmd_2015237,Pr,0.5,A
comp_oqmd_2015244_Dy,oqmd_2015244,Dy,0.5,A
comp_oqmd_2015244_P,oqmd_2015244,P,0.5,A
comp_oqmd_2015245_As,oqmd_2015245,As,0.5,B
comp_oqmd_2015245_Dy,oqmd_2015245,Dy,0.5,A
comp_oqmd_2015246_As,oqmd_2015246,As,0.5,A
comp_oqmd_2015246_Dy,oqmd_2015246,Dy,0.5,A
comp_oqmd_2015302_N,oqmd_2015302,N,0.5,A
comp_oqmd_2015302_Tc,oqmd_2015302,Tc,0.5,A
comp_oqmd_2015345_Al,oqmd_2015345,Al,0.5,A
comp_oqmd_2015345_Co,oqmd_2015345,Co,0.5,A
comp_oqmd_2015346_Co,oqmd_2015346,Co,0.5,A
comp_oqmd_2015346_W,oqmd_2015346,W,0.5,A
comp_oqmd_2015347_Co,oqmd_2015347,Co,0.5,A
comp_oqmd_2015347_Ti,oqmd_2015347,Ti,0.5,A
comp_oqmd_2015348_Co,oqmd_2015348,Co,0.5,A
comp_oqmd_2015348_V,oqmd_2015348,V,0.5,A
comp_oqmd_2015349_Co,oqmd_2015349,Co,0.5,A
comp_oqmd_2015349_Nb,oqmd_2015349,Nb,0.5,A
comp_oqmd_2015350_Co,oqmd_2015350,Co,0.5,A
comp_oqmd_2015350_Ta,oqmd_2015350,Ta,0.5,A
comp_oqmd_2015351_Co,oqmd_2015351,Co,0.5,A
comp_oqmd_2015351_Cr,oqmd_2015351,Cr,0.5,A
comp_oqmd_2015352_Co,oqmd_2015352,Co,0.5,A
comp_oqmd_2015352_Mo,oqmd_2015352,Mo,0.5,A
comp_oqmd_2015353_Co,oqmd_2015353,Co,0.5,A
comp_oqmd_2015353_Mn,oqmd_2015353,Mn,0.5,A
comp_oqmd_2015355_Co,oqmd_2015355,Co,0.5,A
comp_oqmd_2015355_Ni,oqmd_2015355,Ni,0.5,A
comp_oqmd_2015402_Ti,oqmd_2015402,Ti,0.5,A
comp_oqmd_2015402_Y,oqmd_2015402,Y,0.5,A
comp_oqmd_2015634_C,oqmd_2015634,C,0.5,A
comp_oqmd_2015634_Nb,oqmd_2015634,Nb,0.5,A
comp_oqmd_2015642_Fe,oqmd_2015642,Fe,0.5,A
comp_oqmd_2015642_Ti,oqmd_2015642,Ti,0.5,A
comp_oqmd_2016169_H,oqmd_2016169,H,0.5,B
comp_oqmd_2016169_Ti,oqmd_2016169,Ti,0.5,A
comp_oqmd_2016171_H,oqmd_2016171,H,0.5,B
comp_oqmd_2016171_V,oqmd_2016171,V,0.5,A
comp_oqmd_2016180_Bi,oqmd_2016180,Bi,0.5,A
comp_oqmd_2016180_Pu,oqmd_2016180,Pu,0.5,A
comp_oqmd_2016195_Mn,oqmd_2016195,Mn,0.5,A
comp_oqmd_2016195_Sn,oqmd_2016195,Sn,0.5,B
comp_oqmd_2016196_Mn,oqmd_2016196,Mn,0.5,A
comp_oqmd_2016196_Sn,oqmd_2016196,Sn,0.5,A
comp_oqmd_2016199_Mn,oqmd_2016199,Mn,0.5,A
comp_oqmd_2016199_Sb,oqmd_2016199,Sb,0.5,B
comp_oqmd_2016200_Mn,oqmd_2016200,Mn,0.5,A
comp_oqmd_2016200_Sb,oqmd_2016200,Sb,0.5,A
comp_oqmd_2016341_Rb,oqmd_2016341,Rb,0.5,A
comp_oqmd_2016341_Sb,oqmd_2016341,Sb,0.5,B
comp_oqmd_2016343_Rb,oqmd_2016343,Rb,0.5,A
comp_oqmd_2016343_Te,oqmd_2016343,Te,0.5,B
comp_oqmd_2017405_As,oqmd_2017405,As,0.5,B
comp_oqmd_2017405_La,oqmd_2017405,La,0.5,A
comp_oqmd_2017949_Cd,oqmd_2017949,Cd,0.5,A
comp_oqmd_2017949_O,oqmd_2017949,O,0.5,B
comp_oqmd_2018051_Ru,oqmd_2018051,Ru,0.5,A
comp_oqmd_2018051_V,oqmd_2018051,V,0.5,A
comp_oqmd_2018128_Ba,oqmd_2018128,Ba,0.5,A
comp_oqmd_2018128_Se,oqmd_2018128,Se,0.5,B
comp_oqmd_2018193_Sb,oqmd_2018193,Sb,0.5,B
comp_oqmd_2018193_Yb,oqmd_2018193,Yb,0.5,A
comp_oqmd_2019709_N,oqmd_2019709,N,0.5,A
comp_oqmd_2019709_Nd,oqmd_2019709,Nd,0.5,A
comp_oqmd_2019865_Cr,oqmd_2019865,Cr,0.5,A
comp_oqmd_2019865_N,oqmd_2019865,N,0.5,A
comp_oqmd_2019867_Mn,oqmd_2019867,Mn,0.5,A
comp_oqmd_2019867_N,oqmd_2019867,N,0.5,A
comp_oqmd_2019869_Fe,oqmd_2019869,Fe,0.5,A
comp_oqmd_2019869_N,oqmd_2019869,N,0.5,A
comp_oqmd_2019871_Co,oqmd_2019871,Co,0.5,A
comp_oqmd_2019871_N,oqmd_2019871,N,0.5,A
comp_oqmd_2019873_N,oqmd_2019873,N,0.5,A
comp_oqmd_2019873_Ni,oqmd_2019873,Ni,0.5,A
comp_oqmd_2019875_Cu,oqmd_2019875,Cu,0.5,A
comp_oqmd_2019875_N,oqmd_2019875,N,0.5,A
comp_oqmd_2019877_N,oqmd_2019877,N,0.5,A
comp_oqmd_2019877_Zn,oqmd_2019877,Zn,0.5,A
comp_oqmd_2019925_Dy,oqmd_2019925,Dy,0.5,A
comp_oqmd_2019925_Sb,oqmd_2019925,Sb,0.5,A
comp_oqmd_2019926_Ho,oqmd_2019926,Ho,0.5,A
comp_oqmd_2019926_Sb,oqmd_2019926,Sb,0.5,A
comp_oqmd_2019927_Er,oqmd_2019927,Er,0.5,A
comp_oqmd_2019927_Sb,oqmd_2019927,Sb,0.5,A
comp_oqmd_2019928_Sb,oqmd_2019928,Sb,0.5,A
comp_oqmd_2019928_Tm,oqmd_2019928,Tm,0.5,A
comp_oqmd_2020985_Mg,oqmd_2020985,Mg,0.5,A
comp_oqmd_2020985_O,oqmd_2020985,O,0.5,A
comp_oqmd_2023377_C,oqmd_2023377,C,0.5,A
comp_oqmd_2023377_Th,oqmd_2023377,Th,0.5,A
comp_oqmd_2023734_Sb,oqmd_2023734,Sb,0.5,B
comp_oqmd_2023734_Sm,oqmd_2023734,Sm,0.5,A
comp_oqmd_2023869_Bi,oqmd_2023869,Bi,0.5,A
comp_oqmd_2023869_S,oqmd_2023869,S,0.5,A
comp_oqmd_20241_Mo,oqmd_20241,Mo,0.5,A
comp_oqmd_20241_N,oqmd_20241,N,0.5,B
comp_oqmd_2024177_H,oqmd_2024177,H,0.5,A
comp_oqmd_2024177_Ru,oqmd_2024177,Ru,0.5,B
comp_oqmd_20242_Mo,oqmd_20242,Mo,0.5,A
comp_oqmd_20242_N,oqmd_20242,N,0.5,A
comp_oqmd_2025608_Ag,oqmd_2025608,Ag,0.5,A
comp_oqmd_2025608_In,oqmd_2025608,In,0.5,A
comp_oqmd_2027931_N,oqmd_2027931,N,0.5,B
comp_oqmd_2027931_Pa,oqmd_2027931,Pa,0.5,A
comp_oqmd_20281_P,oqmd_20281,P,0.5,A
comp_oqmd_20281_Y,oqmd_20281,Y,0.5,A
comp_oqmd_20282_As,oqmd_20282,As,0.5,A
comp_oqmd_20282_Y,oqmd_20282,Y,0.5,A
comp_oqmd_2029427_H,oqmd_2029427,H,0.5,B
comp_oqmd_2029427_Sc,oqmd_2029427,Sc,0.5,A
comp_oqmd_2029479_N,oqmd_2029479,N,0.5,A
comp_oqmd_2029479_W,oqmd_2029479,W,0.5,A
comp_oqmd_2029493_Ca,oqmd_2029493,Ca,0.5,A
comp_oqmd_2029493_O,oqmd_2029493,O,0.5,A
comp_oqmd_2029525_Cs,oqmd_2029525,Cs,0.5,A
comp_oqmd_2029525_Xe,oqmd_2029525,Xe,0.5,A
comp_oqmd_2029544_Ar,oqmd_2029544,Ar,0.5,A
comp_oqmd_2029544_Mg,oqmd_2029544,Mg,0.5,A
comp_oqmd_2029546_Mg,oqmd_2029546,Mg,0.5,A
comp_oqmd_2029546_Xe,oqmd_2029546,Xe,0.5,A
comp_oqmd_2029755_Cs,oqmd_2029755,Cs,0.5,A
comp_oqmd_2029755_Se,oqmd_2029755,Se,0.5,A
comp_oqmd_2029756_Cs,oqmd_2029756,Cs,0.5,A
comp_oqmd_2029756_Se,oqmd_2029756,Se,0.5,B
comp_oqmd_2030022_C,oqmd_2030022,C,0.5,B
