entry_id,source_db,source_material_id,formula,reduced_formula,chemical_system,number_of_elements
oqmd_30156,OQMD,30156,EuZn,EuZn,Eu-Zn,2
oqmd_30161,OQMD,30161,GaFe3,GaFe3,Fe-Ga,2
oqmd_30235,OQMD,30235,FePd3,FePd3,Fe-Pd,2
oqmd_30238,OQMD,30238,Fe3Pt,Fe3Pt,Fe-Pt,2
oqmd_30264,OQMD,30264,VFe,VFe,Fe-V,2
oqmd_30308,OQMD,30308,GaNi3,GaNi3,Ga-Ni,2
oqmd_30309,OQMD,30309,GaNi,GaNi,Ga-Ni,2
oqmd_30332,OQMD,30332,Pu3Ga,Pu3Ga,Ga-Pu,2
oqmd_30346,OQMD,30346,ScGa3,ScGa3,Ga-Sc,2
oqmd_30363,OQMD,30363,UGa3,UGa3,Ga-U,2
oqmd_30376,OQMD,30376,GdIn,GdIn,Gd-In,2
oqmd_30377,OQMD,30377,GdIn3,GdIn3,Gd-In,2
oqmd_30380,OQMD,30380,GdIr3,GdIr3,Gd-Ir,2
oqmd_30398,OQMD,30398,GdPb3,GdPb3,Gd-Pb,2
oqmd_30405,OQMD,30405,GdRh,GdRh,Gd-Rh,2
oqmd_30411,OQMD,30411,GdS,GdS,Gd-S,2
oqmd_30413,OQMD,30413,GdSb,GdSb,Gd-Sb,2
oqmd_30414,OQMD,30414,GdSb,GdSb,Gd-Sb,2
oqmd_30415,OQMD,30415,GdSb,GdSb,Gd-Sb,2
oqmd_30421,OQMD,30421,GdSn3,GdSn3,Gd-Sn,2
oqmd_30423,OQMD,30423,GdTe,GdTe,Gd-Te,2
oqmd_30424,OQMD,30424,GdTl3,GdTl3,Gd-Tl,2
oqmd_30426,OQMD,30426,GdTl,GdTl,Gd-Tl,2
oqmd_30434,OQMD,30434,GdZn,GdZn,Gd-Zn,2
oqmd_30508,OQMD,30508,HPd,HPd,H-Pd,2
oqmd_30778,OQMD,30778,WN,WN,N-W,2
oqmd_30819,OQMD,30819,NdTe,NdTe,Nd-Te,2
oqmd_30964,OQMD,30964,Pr3Sn,Pr3Sn,Pr-Sn,2
oqmd_30987,OQMD,30987,TiPt3,TiPt3,Pt-Ti,2
oqmd_30998,OQMD,30998,PuS,PuS,Pu-S,2
oqmd_31001,OQMD,31001,PuTe,PuTe,Pu-Te,2
oqmd_31032,OQMD,31032,TaRu,TaRu,Ru-Ta,2
oqmd_31062,OQMD,31062,TiSe,TiSe,Se-Ti,2
oqmd_31121,OQMD,31121,YZn,YZn,Y-Zn,2
oqmd_31126,OQMD,31126,ZrZn,ZrZn,Zn-Zr,2
oqmd_31226,OQMD,31226,ErIn3,ErIn3,Er-In,2
oqmd_31227,OQMD,31227,DyIn3,DyIn3,Dy-In,2
oqmd_31231,OQMD,31231,GaRh,GaRh,Ga-Rh,2
oqmd_31240,OQMD,31240,GaCo,GaCo,Co-Ga,2
oqmd_31332,OQMD,31332,CdTe,CdTe,Cd-Te,2
oqmd_3649,OQMD,3649,SbPt,SbPt,Pt-Sb,2
oqmd_3678,OQMD,3678,MnS,MnS,Mn-S,2
oqmd_3679,OQMD,3679,AgF,AgF,Ag-F,2
oqmd_3682,OQMD,3682,NaBr,NaBr,Br-Na,2
oqmd_3683,OQMD,3683,KCl,KCl,Cl-K,2
oqmd_3684,OQMD,3684,KBr,KBr,Br-K,2
oqmd_3685,OQMD,3685,RbCl,RbCl,Cl-Rb,2
oqmd_3686,OQMD,3686,RbBr,RbBr,Br-Rb,2
oqmd_3735,OQMD,3735,NaCl,NaCl,Cl-Na,2
oqmd_4108,OQMD,4108,KI,KI,I-K,2
oqmd_4109,OQMD,4109,RbI,RbI,I-Rb,2
oqmd_4110,OQMD,4110,CsCl,CsCl,Cl-Cs,2
oqmd_4111,OQMD,4111,CsBr,CsBr,Br-Cs,2
oqmd_4138,OQMD,4138,ScS,ScS,S-Sc,2
oqmd_4149,OQMD,4149,HfC,HfC,C-Hf,2
oqmd_4150,OQMD,4150,VC,VC,C-V,2
oqmd_4151,OQMD,4151,ZrC,ZrC,C-Zr,2
oqmd_4163,OQMD,4163,VN,VN,N-V,2
oqmd_4466,OQMD,4466,VSb,VSb,Sb-V,2
oqmd_4567,OQMD,4567,UC,UC,C-U,2
oqmd_4568,OQMD,4568,UN,UN,N-U,2
oqmd_4570,OQMD,4570,UO,UO,O-U,2
oqmd_4578,OQMD,4578,MnSe,MnSe,Mn-Se,2
oqmd_4612,OQMD,4612,BPt,BPt,B-Pt,2
oqmd_4671,OQMD,4671,PaO,PaO,O-Pa,2
oqmd_4707,OQMD,4707,CdO,CdO,Cd-O,2
oqmd_4949,OQMD,4949,NdAs,NdAs,As-Nd,2
oqmd_5065,OQMD,5065,TeRh,TeRh,Rh-Te,2
oqmd_5081,OQMD,5081,ThSe,ThSe,Se-Th,2
oqmd_50960,OQMD,50960,SrS,SrS,S-Sr,2
oqmd_51007,OQMD,51007,VS,VS,S-V,2
oqmd_51072,OQMD,51072,USb,USb,Sb-U,2
oqmd_51174,OQMD,51174,TiTe,TiTe,Te-Ti,2
oqmd_51180,OQMD,51180,ZrTe,ZrTe,Te-Zr,2
oqmd_5151,OQMD,5151,RbCl,RbCl,Cl-Rb,2
oqmd_5166,OQMD,5166,LiCl,LiCl,Cl-Li,2
oqmd_5176,OQMD,5176,ScN,ScN,N-Sc,2
oqmd_5177,OQMD,5177,ZrN,ZrN,N-Zr,2
oqmd_51779,OQMD,51779,EuTe,EuTe,Eu-Te,2
oqmd_5178,OQMD,5178,NbC,NbC,C-Nb,2
oqmd_5179,OQMD,5179,TaC,TaC,C-Ta,2
oqmd_5180,OQMD,5180,BeO,BeO,Be-O,2
oqmd_5181,OQMD,5181,CaO,CaO,Ca-O,2
oqmd_5182,OQMD,5182,SrO,SrO,O-Sr,2
oqmd_5183,OQMD,5183,BaO,BaO,Ba-O,2
oqmd_51839,OQMD,51839,FeSe,FeSe,Fe-Se,2
oqmd_51840,OQMD,51840,FeSe,FeSe,Fe-Se,2
oqmd_52046,OQMD,52046,CsBr,CsBr,Br-Cs,2
oqmd_52059,OQMD,52059,CsCl,CsCl,Cl-Cs,2
oqmd_52061,OQMD,52061,CsI,CsI,Cs-I,2
oqmd_5216,OQMD,5216,U3Si,U3Si,Si-U,2
oqmd_5236,OQMD,5236,LaSe,LaSe,La-Se,2
oqmd_5237,OQMD,5237,CeSe,CeSe,Ce-Se,2
oqmd_5238,OQMD,5238,PrSe,PrSe,Pr-Se,2
oqmd_5239,OQMD,5239,NdSe,NdSe,Nd-Se,2
oqmd_52394,OQMD,52394,PuTe,PuTe,Pu-Te,2
oqmd_5240,OQMD,5240,SmSe,SmSe,Se-Sm,2
oqmd_5241,OQMD,5241,EuSe,EuSe,Eu-Se,2
oqmd_5242,OQMD,5242,GdSe,GdSe,Gd-Se,2
oqmd_52896,OQMD,52896,Cu3N,Cu3N,Cu-N,2
oqmd_53881,OQMD,53881,CsI,CsI,Cs-I,2
oqmd_5404,OQMD,5404,FeO,FeO,Fe-O,2
oqmd_5426,OQMD,5426,LiBr,LiBr,Br-Li,2
oqmd_5427,OQMD,5427,LiI,LiI,I-Li,2
oqmd_54404,OQMD,54404,FeSe,FeSe,Fe-Se,2
oqmd_54708,OQMD,54708,AlFe,AlFe,Al-Fe,2
oqmd_54942,OQMD,54942,AlRu,AlRu,Al-Ru,2
oqmd_54987,OQMD,54987,ErAg,ErAg,Ag-Er,2
oqmd_55003,OQMD,55003,HoAg,HoAg,Ag-Ho,2
oqmd_55028,OQMD,55028,MgAg,MgAg,Ag-Mg,2
oqmd_55055,OQMD,55055,ZnAg,ZnAg,Ag-Zn,2
oqmd_55142,OQMD,55142,ZnAu,ZnAu,Au-Zn,2
oqmd_55205,OQMD,55205,MnBi,MnBi,Bi-Mn,2
oqmd_55227,OQMD,55227,BiRh,BiRh,Bi-Rh,2
oqmd_55278,OQMD,55278,GdCd,GdCd,Cd-Gd,2
oqmd_55518,OQMD,55518,InNi,InNi,In-Ni,2
oqmd_55542,OQMD,55542,InPd,InPd,In-Pd,2
oqmd_55558,OQMD,55558,InRh,InRh,In-Rh,2
oqmd_5578,OQMD,5578,VO,VO,O-V,2
oqmd_56154,OQMD,56154,KCl,KCl,Cl-K,2
oqmd_5624,OQMD,5624,SrS,SrS,S-Sr,2
oqmd_5625,OQMD,5625,SrSe,SrSe,Se-Sr,2
oqmd_5626,OQMD,5626,CaS,CaS,Ca-S,2
oqmd_5627,OQMD,5627,MgS,MgS,Mg-S,2
oqmd_5632,OQMD,5632,AlO,AlO,Al-O,2
oqmd_5677,OQMD,5677,TlCl,TlCl,Cl-Tl,2
oqmd_5686,OQMD,5686,NaF,NaF,F-Na,2
oqmd_5695,OQMD,5695,BaTe,BaTe,Ba-Te,2
oqmd_56986,OQMD,56986,RbCl,RbCl,Cl-Rb,2
oqmd_56987,OQMD,56987,TlCl,TlCl,Cl-Tl,2
oqmd_57018,OQMD,57018,RbI,RbI,I-Rb,2
oqmd_57019,OQMD,57019,RbBr,RbBr,Br-Rb,2
oqmd_57020,OQMD,57020,RbCl,RbCl,Cl-Rb,2
oqmd_57021,OQMD,57021,RbF,RbF,F-Rb,2
oqmd_57108,OQMD,57108,KI,KI,I-K,2
oqmd_5715,OQMD,5715,FeS,FeS,Fe-S,2
oqmd_5716,OQMD,5716,NiAs,NiAs,As-Ni,2
oqmd_5717,OQMD,5717,NiSb,NiSb,Ni-Sb,2
oqmd_5718,OQMD,5718,CoS,CoS,Co-S,2
oqmd_5719,OQMD,5719,FeSe,FeSe,Fe-Se,2
oqmd_5720,OQMD,5720,NiSe,NiSe,Ni-Se,2
oqmd_5722,OQMD,5722,NiS,NiS,Ni-S,2
oqmd_5734,OQMD,5734,LaS,LaS,La-S,2
oqmd_5735,OQMD,5735,LaTe,LaTe,La-Te,2
oqmd_5736,OQMD,5736,CeS,CeS,Ce-S,2
oqmd_5737,OQMD,5737,PrTe,PrTe,Pr-Te,2
oqmd_5738,OQMD,5738,NdS,NdS,Nd-S,2
oqmd_5771,OQMD,5771,EuS,EuS,Eu-S,2
oqmd_5783,OQMD,5783,BaS,BaS,Ba-S,2
oqmd_5995,OQMD,5995,KCl,KCl,Cl-K,2
oqmd_6095,OQMD,6095,ThS,ThS,S-Th,2
oqmd_6096,OQMD,6096,US,US,S-U,2
oqmd_6097,OQMD,6097,NpO,NpO,Np-O,2
oqmd_6098,OQMD,6098,PuO,PuO,O-Pu,2
oqmd_6099,OQMD,6099,NpN,NpN,N-Np,2
oqmd_6100,OQMD,6100,PuN,PuN,N-Pu,2
oqmd_6101,OQMD,6101,PuC,PuC,C-Pu,2
oqmd_6116,OQMD,6116,ZnTe,ZnTe,Te-Zn,2
oqmd_6117,OQMD,6117,HgTe,HgTe,Hg-Te,2
oqmd_6293,OQMD,6293,ThTe,ThTe,Te-Th,2
oqmd_6296,OQMD,6296,EuTe,EuTe,Eu-Te,2
oqmd_6297,OQMD,6297,VS,VS,S-V,2
oqmd_6318,OQMD,6318,NaH,NaH,H-Na,2
oqmd_6320,OQMD,6320,YbTe,YbTe,Te-Yb,2
oqmd_6321,OQMD,6321,YbSe,YbSe,Se-Yb,2
oqmd_68794,OQMD,68794,VP,VP,P-V,2
oqmd_6912,OQMD,6912,CrN,CrN,Cr-N,2
oqmd_6913,OQMD,6913,YN,YN,N-Y,2
oqmd_6924,OQMD,6924,NbO,NbO,Nb-O,2
oqmd_6958,OQMD,6958,ZnO,ZnO,O-Zn,2
oqmd_6974,OQMD,6974,PbSe,PbSe,Pb-Se,2
oqmd_6975,OQMD,6975,TePb,TePb,Pb-Te,2
oqmd_69843,OQMD,69843,SiRu,SiRu,Ru-Si,2
oqmd_71826,OQMD,71826,MnTe,MnTe,Mn-Te,2
oqmd_7241,OQMD,7241,FeNi3,FeNi3,Fe-Ni,2
oqmd_7246,OQMD,7246,Cu3Au,Cu3Au,Au-Cu,2
oqmd_73625,OQMD,73625,VS,VS,S-V,2
oqmd_74704,OQMD,74704,SiRu,SiRu,Ru-Si,2
oqmd_7484,OQMD,7484,LiF,LiF,F-Li,2
oqmd_7584,OQMD,7584,MnAs,MnAs,As-Mn,2
oqmd_7648,OQMD,7648,CaSe,CaSe,Ca-Se,2
oqmd_7649,OQMD,7649,CaTe,CaTe,Ca-Te,2
oqmd_7759,OQMD,7759,VP,VP,P-V,2
oqmd_7807,OQMD,7807,CoSe,CoSe,Co-Se,2
oqmd_7812,OQMD,7812,TePd,TePd,Pd-Te,2
oqmd_7813,OQMD,7813,NiTe,NiTe,Ni-Te,2
oqmd_7825,OQMD,7825,FePt3,FePt3,Fe-Pt,2
oqmd_7829,OQMD,7829,SnPt,SnPt,Pt-Sn,2
oqmd_7832,OQMD,7832,SbPd,SbPd,Pd-Sb,2
oqmd_7834,OQMD,7834,Pd3Pb,Pd3Pb,Pb-Pd,2
oqmd_8063,OQMD,8063,ThC,ThC,C-Th,2
oqmd_8080,OQMD,8080,SiOs,SiOs,Os-Si,2
oqmd_8089,OQMD,8089,KH,KH,H-K,2
oqmd_8090,OQMD,8090,NaCl,NaCl,Cl-Na,2
oqmd_8091,OQMD,8091,RbF,RbF,F-Rb,2
oqmd_8112,OQMD,8112,MoC,MoC,C-Mo,2
oqmd_8113,OQMD,8113,ScC,ScC,C-Sc,2
oqmd_8116,OQMD,8116,MnTe,MnTe,Mn-Te,2
oqmd_8117,OQMD,8117,HoP,HoP,Ho-P,2
oqmd_8118,OQMD,8118,HoAs,HoAs,As-Ho,2
oqmd_8119,OQMD,8119,HoSb,HoSb,Ho-Sb,2
oqmd_8120,OQMD,8120,HoBi,HoBi,Bi-Ho,2
oqmd_8121,OQMD,8121,HoS,HoS,Ho-S,2
oqmd_8122,OQMD,8122,HoSe,HoSe,Ho-Se,2
oqmd_8123,OQMD,8123,HoTe,HoTe,Ho-Te,2
oqmd_8149,OQMD,8149,SmS,SmS,S-Sm,2
oqmd_8150,OQMD,8150,ScTe,ScTe,Sc-Te,2
oqmd_8154,OQMD,8154,TbP,TbP,P-Tb,2
oqmd_8155,OQMD,8155,TbAs,TbAs,As-Tb,2
oqmd_8156,OQMD,8156,TbSb,TbSb,Sb-Tb,2
oqmd_8157,OQMD,8157,TbBi,TbBi,Bi-Tb,2
oqmd_8158,OQMD,8158,TbS,TbS,S-Tb,2
oqmd_8159,OQMD,8159,TbSe,TbSe,Se-Tb,2
oqmd_8161,OQMD,8161,YSb,YSb,Sb-Y,2
oqmd_8162,OQMD,8162,GdAs,GdAs,As-Gd,2
oqmd_8163,OQMD,8163,GdSb,GdSb,Gd-Sb,2
oqmd_8164,OQMD,8164,DyAs,DyAs,As-Dy,2
oqmd_8165,OQMD,8165,DySb,DySb,Dy-Sb,2
oqmd_8166,OQMD,8166,DyTe,DyTe,Dy-Te,2
oqmd_8167,OQMD,8167,ErAs,ErAs,As-Er,2
oqmd_8168,OQMD,8168,ErSb,ErSb,Er-Sb,2
oqmd_8169,OQMD,8169,ErTe,ErTe,Er-Te,2
oqmd_8170,OQMD,8170,TmAs,TmAs,As-Tm,2
oqmd_8171,OQMD,8171,TmSb,TmSb,Sb-Tm,2
oqmd_8172,OQMD,8172,YbAs,YbAs,As-Yb,2
oqmd_8173,OQMD,8173,BaSe,BaSe,Ba-Se,2
oqmd_8177,OQMD,8177,PuB,PuB,B-Pu,2
oqmd_8239,OQMD,8239,CeAs,CeAs,As-Ce,2
oqmd_8241,OQMD,8241,CoAs,CoAs,As-Co,2
oqmd_8254,OQMD,8254,LuAs,LuAs,As-Lu,2
oqmd_8260,OQMD,8260,NpAs,NpAs,As-Np,2
oqmd_8265,OQMD,8265,PaAs,PaAs,As-Pa,2
oqmd_8269,OQMD,8269,PuAs,PuAs,As-Pu,2
oqmd_8270,OQMD,8270,PuAs,PuAs,As-Pu,2
oqmd_8272,OQMD,8272,SmAs,SmAs,As-Sm,2
oqmd_8273,OQMD,8273,SnAs,SnAs,As-Sn,2
oqmd_8278,OQMD,8278,TeAs,TeAs,As-Te,2
oqmd_8279,OQMD,8279,ThAs,ThAs,As-Th,2
oqmd_8280,OQMD,8280,TiAs,TiAs,As-Ti,2
oqmd_8281,OQMD,8281,UAs,UAs,As-U,2
oqmd_8282,OQMD,8282,UAs,UAs,As-U,2
oqmd_8285,OQMD,8285,YAs,YAs,As-Y,2
oqmd_8286,OQMD,8286,ZrAs,ZrAs,As-Zr,2
oqmd_8293,OQMD,8293,SmN,SmN,N-Sm,2
oqmd_8294,OQMD,8294,SmP,SmP,P-Sm,2
oqmd_8295,OQMD,8295,SmSb,SmSb,Sb-Sm,2
oqmd_8296,OQMD,8296,SmTe,SmTe,Sm-Te,2
oqmd_8297,OQMD,8297,NdBi,NdBi,Bi-Nd,2
oqmd_8353,OQMD,8353,NaI,NaI,I-Na,2
oqmd_8354,OQMD,8354,CsF,CsF,Cs-F,2
oqmd_8355,OQMD,8355,CsI,CsI,Cs-I,2
oqmd_8383,OQMD,8383,NpP,NpP,Np-P,2
oqmd_8384,OQMD,8384,NpS,NpS,Np-S,2
oqmd_8385,OQMD,8385,NpSb,NpSb,Np-Sb,2
oqmd_8386,OQMD,8386,SiRh,SiRh,Rh-Si,2
oqmd_8389,OQMD,8389,ThN,ThN,N-Th,2
oqmd_8426,OQMD,8426,SbIr,SbIr,Ir-Sb,2
oqmd_8431,OQMD,8431,ThGe,ThGe,Ge-Th,2
oqmd_8477,OQMD,8477,ZrB,ZrB,B-Zr,2
oqmd_8480,OQMD,8480,SiRu,SiRu,Ru-Si,2
oqmd_8484,OQMD,8484,InSb,InSb,In-Sb,2
oqmd_8485,OQMD,8485,InSb,InSb,In-Sb,2
oqmd_8487,OQMD,8487,InTe,InTe,In-Te,2
oqmd_8506,OQMD,8506,LaN,LaN,La-N,2
oqmd_8507,OQMD,8507,LaP,LaP,La-P,2
oqmd_8517,OQMD,8517,ThSb,ThSb,Sb-Th,2
oqmd_87980,OQMD,87980,LaCd,LaCd,Cd-La,2
oqmd_87994,OQMD,87994,LuCd,LuCd,Cd-Lu,2
oqmd_88003,OQMD,88003,NdCd,NdCd,Cd-Nd,2
oqmd_88014,OQMD,88014,PrCd,PrCd,Cd-Pr,2
oqmd_88025,OQMD,88025,ScCd,ScCd,Cd-Sc,2
oqmd_88027,OQMD,88027,SmCd,SmCd,Cd-Sm,2
oqmd_88030,OQMD,88030,TbCd,TbCd,Cd-Tb,2
oqmd_88033,OQMD,88033,TmCd,TmCd,Cd-Tm,2
oqmd_88036,OQMD,88036,YCd,YCd,Cd-Y,2
oqmd_88040,OQMD,88040,YbCd,YbCd,Cd-Yb,2
oqmd_88122,OQMD,88122,CeHg,CeHg,Ce-Hg,2
oqmd_88154,OQMD,88154,CeMg,CeMg,Ce-Mg,2
oqmd_88239,OQMD,88239,CeZn,CeZn,Ce-Zn,2
oqmd_88346,OQMD,88346,GaCo,GaCo,Co-Ga,2
oqmd_88389,OQMD,88389,HfCo,HfCo,Co-Hf,2
oqmd_88739,OQMD,88739,DyCu,DyCu,Cu-Dy,2
oqmd_88747,OQMD,88747,ErCu,ErCu,Cu-Er,2
oqmd_88809,OQMD,88809,GdCu,GdCu,Cu-Gd,2
oqmd_88828,OQMD,88828,HoCu,HoCu,Cu-Ho,2
oqmd_88926,OQMD,88926,ScCu,ScCu,Cu-Sc,2
oqmd_88940,OQMD,88940,TbCu,TbCu,Cu-Tb,2
oqmd_88955,OQMD,88955,TmCu,TmCu,Cu-Tm,2
oqmd_88957,OQMD,88957,YCu,YCu,Cu-Y,2
oqmd_88965,OQMD,88965,DyMg,DyMg,Dy-Mg,2
oqmd_88966,OQMD,88966,ZnCu,ZnCu,Cu-Zn,2
oqmd_89004,OQMD,89004,DyHg,DyHg,Dy-Hg,2
oqmd_89009,OQMD,89009,DyIn,DyIn,Dy-In,2
oqmd_89046,OQMD,89046,ErHg,ErHg,Er-Hg,2
oqmd_89055,OQMD,89055,ErIr,ErIr,Er-Ir,2
oqmd_89059,OQMD,89059,ErMg,ErMg,Er-Mg,2
oqmd_89074,OQMD,89074,ErPd,ErPd,Er-Pd,2
oqmd_89086,OQMD,89086,ErRh,ErRh,Er-Rh,2
oqmd_89098,OQMD,89098,ErTl,ErTl,Er-Tl,2
oqmd_89104,OQMD,89104,ErZn,ErZn,Er-Zn,2
oqmd_89126,OQMD,89126,DyPd,DyPd,Dy-Pd,2
oqmd_89140,OQMD,89140,DyRh,DyRh,Dy-Rh,2
oqmd_89155,OQMD,89155,DyZn,DyZn,Dy-Zn,2
oqmd_89198,OQMD,89198,EuTl,EuTl,Eu-Tl,2
oqmd_89397,OQMD,89397,TiFe,TiFe,Fe-Ti,2
oqmd_89398,OQMD,89398,TiFe,TiFe,Fe-Ti,2
oqmd_89417,OQMD,89417,VFe,VFe,Fe-V,2
oqmd_89558,OQMD,89558,GaNi,GaNi,Ga-Ni,2
oqmd_89616,OQMD,89616,GaRh,GaRh,Ga-Rh,2
oqmd_89687,OQMD,89687,GdIn,GdIn,Gd-In,2
oqmd_89700,OQMD,89700,GdMg,GdMg,Gd-Mg,2
oqmd_89749,OQMD,89749,GdRh,GdRh,Gd-Rh,2
oqmd_89759,OQMD,89759,GdTl,GdTl,Gd-Tl,2
oqmd_89768,OQMD,89768,GdZn,GdZn,Gd-Zn,2
oqmd_89859,OQMD,89859,MgHg,MgHg,Hg-Mg,2
oqmd_89861,OQMD,89861,MnHg,MnHg,Hg-Mn,2
oqmd_89924,OQMD,89924,HoRh,HoRh,Ho-Rh,2
oqmd_89929,OQMD,89929,HoZn,HoZn,Ho-Zn,2
oqmd_90117,OQMD,90117,LiTl,LiTl,Li-Tl,2
oqmd_90130,OQMD,90130,LuPd,LuPd,Lu-Pd,2
oqmd_90141,OQMD,90141,NdMg,NdMg,Mg-Nd,2
oqmd_90147,OQMD,90147,MgPd,MgPd,Mg-Pd,2
oqmd_90153,OQMD,90153,SmMg,SmMg,Mg-Sm,2
oqmd_90160,OQMD,90160,TbMg,TbMg,Mg-Tb,2
oqmd_90200,OQMD,90200,MnPd,MnPd,Mn-Pd,2
oqmd_90445,OQMD,90445,NdZn,NdZn,Nd-Zn,2
oqmd_90586,OQMD,90586,TiOs,TiOs,Os-Ti,2
oqmd_90674,OQMD,90674,YbPd,YbPd,Pd-Yb,2
oqmd_90771,OQMD,90771,SmRh,SmRh,Rh-Sm,2
oqmd_90791,OQMD,90791,YRh,YRh,Rh-Y,2
oqmd_90794,OQMD,90794,ZrRh,ZrRh,Rh-Zr,2
oqmd_90810,OQMD,90810,VRu,VRu,Ru-V,2
oqmd_90870,OQMD,90870,TbZn,TbZn,Tb-Zn,2
oqmd_90872,OQMD,90872,ThTe,ThTe,Te-Th,2
oqmd_90905,OQMD,90905,TmTl,TmTl,Tl-Tm,2
oqmd_91935,OQMD,91935,BaTe,BaTe,Ba-Te,2
oqmd_94296,OQMD,94296,DyAg,DyAg,Ag-Dy,2
oqmd_94348,OQMD,94348,FeRh,FeRh,Fe-Rh,2
oqmd_94482,OQMD,94482,MgAg,MgAg,Ag-Mg,2
oqmd_94573,OQMD,94573,GdAg,GdAg,Ag-Gd,2
oqmd_94574,OQMD,94574,TiRu,TiRu,Ru-Ti,2
oqmd_94593,OQMD,94593,CeAg,CeAg,Ag-Ce,2
oqmd_94594,OQMD,94594,LaAg,LaAg,Ag-La,2
oqmd_94600,OQMD,94600,CsAu,CsAu,Au-Cs,2
oqmd_94913,OQMD,94913,AlNi,AlNi,Al-Ni,2
oqmd_94919,OQMD,94919,AlNi,AlNi,Al-Ni,2
oqmd_94922,OQMD,94922,CdAu,CdAu,Au-Cd,2
oqmd_9510,OQMD,9510,CrSe,CrSe,Cr-Se,2
oqmd_98735,OQMD,98735,FeCo,FeCo,Co-Fe,2
oqmd_9972,OQMD,9972,ZrPd,ZrPd,Pd-Zr,2
